Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Rasmus Højlund,9,dk DEN,FW,21-304,78,15,12,3,0,0,0,0,0,0,0,0,0,10,0,1
Antony,21,br BRA,AM,24-284,12,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1
Alejandro Garnacho,17,ar ARG,AM,20-156,58,20,20,0,0,0,1,2,0,0,0,0,0,17,0,1
Joshua Zirkzee,11,nl NED,"AM,FW",23-196,32,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
Mason Mount,7,eng ENG,AM,25-329,58,11,10,1,1,0,0,0,0,0,0,0,0,10,0,0
Marcus Rashford,10,eng ENG,AM,27-034,32,13,12,1,0,0,0,1,1,0,0,0,0,10,0,0
Bruno Fernandes,8,pt POR,CM,30-087,90,68,62,6,5,0,2,1,1,0,0,0,0,59,0,1
Manuel Ugarte Ribeiro,25,uy URU,CM,23-237,90,38,36,1,0,0,0,0,1,0,0,0,0,34,1,0
Tyrell Malacia,12,nl NED,WB,25-109,45,23,22,1,0,0,0,0,1,0,0,0,0,22,0,0
Amad Diallo,16,ci CIV,WB,22-146,45,14,12,2,0,0,0,0,2,0,0,0,0,8,0,1
Diogo Dalot,20,pt POR,WB,25-261,90,50,45,5,0,0,0,1,5,0,0,0,0,42,0,0
Noussair Mazraoui,3,ma MAR,CB,27-020,90,75,75,0,0,0,1,0,0,0,0,0,0,68,0,0
Harry Maguire,5,eng ENG,CB,31-274,58,48,48,0,0,0,0,1,0,0,0,0,0,45,0,0
Leny Yoro,15,fr FRA,CB,19-021,32,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0
Matthijs de Ligt,4,nl NED,CB,25-114,90,55,51,3,3,0,1,0,0,0,0,0,0,49,1,1
André Onana,24,cm CMR,GK,28-246,90,43,31,12,5,0,0,0,0,0,0,0,0,32,0,0
