Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Luis Díaz,7,co COL,FW,28-005,64,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,0,0
Darwin Núñez,9,uy URU,FW,25-208,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Cody Gakpo,18,nl NED,LW,25-256,86,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
Federico Chiesa,14,it ITA,LW,27-085,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mohamed Salah,11,eg EGY,RW,32-217,90,1,0,0,0,1,0,0,,0,2,0,2,0,1,0,0
Dominik Szoboszlai,8,hu HUN,AM,24-085,79,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Harvey Elliott,19,eng ENG,AM,21-289,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Alexis Mac Allister,10,ar ARG,DM,26-025,79,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0
Curtis Jones,17,eng ENG,DM,23-354,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ryan Gravenberch,38,nl NED,DM,22-247,90,3,0,0,3,0,0,1,0.0,1,2,1,1,0,3,0,0
Kostas Tsimikas,21,gr GRE,LB,28-251,64,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0
Andrew Robertson,26,sct SCO,LB,30-313,26,0,0,0,0,0,0,0,,0,1,0,1,0,0,3,0
Virgil van Dijk,4,nl NED,CB,33-194,90,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,5,0
Ibrahima Konaté,5,fr FRA,CB,25-238,90,1,1,0,1,0,0,2,0.0,2,0,0,0,1,2,5,0
Trent Alexander-Arnold,66,eng ENG,RB,26-103,90,1,1,0,1,0,1,1,100.0,0,0,0,0,2,3,3,0
Alisson,1,br BRA,GK,32-108,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
