Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Diogo Jota,20,pt POR,FW,27-265,71,15,15,0,0,0,0,1,0,0,0,0,0,13,0,0
Darwin Núñez,9,uy URU,FW,25-062,19,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Luis Díaz,7,co COL,LW,27-225,71,28,28,0,0,0,0,1,0,0,0,0,0,28,0,0
Cody Gakpo,18,nl NED,LW,25-110,19,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0
Mohamed Salah,11,eg EGY,RW,32-071,82,35,34,1,0,0,0,1,1,0,0,0,0,30,0,1
Harvey Elliott,19,eng ENG,RW,21-143,8,14,12,1,0,0,0,0,1,0,0,0,0,12,1,0
Dominik Szoboszlai,8,hu HUN,AM,23-305,90,65,62,3,2,0,0,1,0,0,0,0,0,62,0,0
Alexis Mac Allister,10,ar ARG,DM,25-245,90,49,49,0,0,0,0,0,0,0,0,0,0,43,0,1
Ryan Gravenberch,38,nl NED,DM,22-101,89,76,76,0,0,0,0,0,0,0,0,0,0,71,0,1
Wataru Endo,3,jp JPN,DM,31-198,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Andrew Robertson,26,sct SCO,LB,30-167,90,80,67,13,2,1,2,6,6,5,3,2,0,69,0,1
Virgil van Dijk,4,nl NED,CB,33-048,90,63,58,5,2,0,0,0,1,0,0,0,0,60,0,0
Ibrahima Konaté,5,fr FRA,CB,25-092,90,76,76,0,0,0,0,0,0,0,0,0,0,73,0,0
Trent Alexander-Arnold,66,eng ENG,RB,25-323,71,62,51,11,0,2,1,5,7,4,3,0,0,46,0,0
Conor Bradley,84,nir NIR,RB,21-047,19,21,18,3,1,0,0,0,2,0,0,0,0,20,0,0
Alisson,1,br BRA,GK,31-328,90,37,33,4,1,0,0,0,0,0,0,0,0,29,0,0
