Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Diogo Jota,20,pt POR,FW,27-265,71,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
Darwin Núñez,9,uy URU,FW,25-062,19,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Luis Díaz,7,co COL,LW,27-225,71,3,2,2,1,0,3,4,75.0,1,0,0,0,0,3,0,0
Cody Gakpo,18,nl NED,LW,25-110,19,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
Mohamed Salah,11,eg EGY,RW,32-071,82,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
Harvey Elliott,19,eng ENG,RW,21-143,8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Dominik Szoboszlai,8,hu HUN,AM,23-305,90,0,0,0,0,0,0,0,,0,5,1,4,0,0,1,0
Alexis Mac Allister,10,ar ARG,DM,25-245,90,2,1,2,0,0,2,4,50.0,2,4,0,4,2,4,0,0
Ryan Gravenberch,38,nl NED,DM,22-101,89,3,3,1,1,1,2,3,66.7,1,2,0,2,3,6,1,0
Wataru Endo,3,jp JPN,DM,31-198,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Andrew Robertson,26,sct SCO,LB,30-167,90,1,0,0,0,1,1,2,50.0,1,0,0,0,0,1,0,0
Virgil van Dijk,4,nl NED,CB,33-048,90,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,4,0
Ibrahima Konaté,5,fr FRA,CB,25-092,90,2,1,1,0,1,2,2,100.0,0,2,1,1,0,2,4,0
Trent Alexander-Arnold,66,eng ENG,RB,25-323,71,2,0,1,0,1,2,2,100.0,0,1,1,0,0,2,1,0
Conor Bradley,84,nir NIR,RB,21-047,19,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Alisson,1,br BRA,GK,31-328,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
