Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Raúl Jiménez,7,mx MEX,FW,33-286,75,0,0,0,1,1,0,0,0,0,0,0,0,3,3,4,42.9
Rodrigo Muniz,9,br BRA,FW,23-287,15,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,50.0
Alex Iwobi,17,ng NGA,LW,28-288,89,0,0,0,0,0,0,8,0,1,0,0,0,6,0,0,
Willian,22,br BRA,"AM,LW",36-190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Adama Traoré,11,es ESP,RW,29-021,89,0,0,0,2,1,0,9,0,0,0,0,0,5,1,1,50.0
Ryan Sessegnon,30,eng ENG,"LW,RW",24-273,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Emile Smith Rowe,32,eng ENG,AM,24-202,81,0,0,0,1,1,0,0,0,0,0,0,0,5,0,1,0.0
Andreas Pereira,18,br BRA,"AM,RW",29-045,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sander Berge,16,no NOR,DM,27-001,90,0,0,0,1,1,0,0,1,1,0,0,0,3,2,0,100.0
Saša Lukić,20,rs SRB,DM,28-186,82,0,0,0,1,1,0,10,2,1,0,0,0,5,2,3,40.0
Harrison Reed,6,eng ENG,DM,30-019,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Antonee Robinson,33,us USA,LB,27-191,90,0,0,0,3,1,0,4,0,1,0,0,0,3,1,0,100.0
Calvin Bassey,3,ng NGA,CB,25-046,90,0,0,0,2,2,0,0,1,0,0,0,0,5,1,1,50.0
Joachim Andersen,5,dk DEN,CB,28-260,90,0,0,0,0,0,0,0,3,1,0,0,0,3,5,2,71.4
Timothy Castagne,21,be BEL,RB,29-072,90,0,0,0,1,0,0,1,0,2,0,0,0,3,0,1,0.0
Bernd Leno,1,de GER,GK,32-348,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
