Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Raúl Jiménez,7,mx MEX,FW,33-286,75,26,26,0,0,0,0,0,0,0,0,0,0,22,0,1
Rodrigo Muniz,9,br BRA,FW,23-287,15,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
Alex Iwobi,17,ng NGA,LW,28-288,89,43,43,0,0,0,0,8,0,0,0,0,0,35,0,1
Willian,22,br BRA,"AM,LW",36-190,1,7,7,0,0,0,1,0,0,0,0,0,0,7,0,0
Adama Traoré,11,es ESP,RW,29-021,89,35,35,0,0,0,0,9,0,0,0,0,0,26,0,1
Ryan Sessegnon,30,eng ENG,"LW,RW",24-273,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
Emile Smith Rowe,32,eng ENG,AM,24-202,81,37,35,2,0,0,1,0,0,0,0,0,0,32,0,1
Andreas Pereira,18,br BRA,"AM,RW",29-045,9,7,6,1,0,0,0,0,0,1,0,0,0,7,0,0
Sander Berge,16,no NOR,DM,27-001,90,49,48,1,1,0,0,0,0,0,0,0,0,40,0,0
Saša Lukić,20,rs SRB,DM,28-186,82,53,44,9,2,0,0,10,0,7,2,5,0,48,0,0
Harrison Reed,6,eng ENG,DM,30-019,8,6,5,0,0,0,0,0,0,0,0,0,0,4,1,0
Antonee Robinson,33,us USA,LB,27-191,90,64,55,9,1,0,0,4,8,0,0,0,0,47,0,0
Calvin Bassey,3,ng NGA,CB,25-046,90,56,54,2,2,0,0,0,0,0,0,0,0,49,0,1
Joachim Andersen,5,dk DEN,CB,28-260,90,63,61,2,2,0,0,0,0,0,0,0,0,56,0,0
Timothy Castagne,21,be BEL,RB,29-072,90,55,52,3,0,0,0,1,3,0,0,0,0,51,0,1
Bernd Leno,1,de GER,GK,32-348,90,43,34,9,1,0,0,0,0,0,0,0,0,37,0,0
