Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jarrod Bowen,20,eng ENG,FW,28-085,90,28,0,4,10,15,5,28,2,1,50.0,1,50.0,22,124,57,2,1,2,1,1,25,4
Mohammed Kudus,14,gh GHA,FW,24-225,89,37,0,2,20,18,3,37,5,3,60.0,2,40.0,30,248,113,3,4,1,2,6,36,7
Evan Ferguson,34,ie IRL,FW,20-147,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Tomáš Souček,28,cz CZE,"CM,CB",30-016,90,43,7,17,11,15,5,43,2,1,50.0,1,50.0,22,54,18,2,1,1,1,0,30,2
James Ward-Prowse,8,eng ENG,CM,30-134,90,66,3,21,31,14,1,66,0,0,,0,,33,143,57,1,0,0,1,0,43,1
Lucas Paquetá,10,br BRA,CM,27-200,82,64,1,20,30,14,1,64,0,0,,0,,39,111,58,1,1,0,1,1,47,2
Carlos Soler,4,es ESP,CM,28-072,8,5,1,4,0,1,0,5,0,0,,0,,2,44,43,0,0,0,0,0,2,0
Emerson Palmieri,33,it ITA,WB,30-224,90,66,6,27,24,18,1,66,3,2,66.7,0,0.0,25,163,89,3,1,0,3,0,30,3
Aaron Wan-Bissaka,29,eng ENG,WB,27-109,90,87,5,37,32,18,1,87,3,2,66.7,0,0.0,47,282,135,6,2,1,4,2,52,5
Max Kilman,26,eng ENG,CB,27-296,90,49,8,27,15,8,2,49,0,0,,0,,27,115,70,3,3,0,0,0,26,2
Konstantinos Mavropanos,15,gr GRE,CB,27-094,90,44,8,30,14,0,0,44,0,0,,0,,28,123,55,0,0,0,1,0,27,0
Jean-Clair Todibo,25,fr FRA,CB,25-075,89,73,3,34,36,4,2,73,2,1,50.0,1,50.0,41,119,27,0,0,0,1,0,46,0
Guido Rodríguez,24,ar ARG,CM,30-337,1,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,1,0,0,0
Alphonse Areola,23,fr FRA,GK,32-016,90,36,28,36,0,0,0,36,0,0,,0,,18,92,44,0,0,0,0,0,13,0
