Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jarrod Bowen,20,eng ENG,FW,28-085,90,0,0,0,0,2,0,0,0,0,0,0,0,3,0,4,0.0
Mohammed Kudus,14,gh GHA,FW,24-225,89,0,0,0,0,2,0,4,0,0,0,0,0,3,0,1,0.0
Evan Ferguson,34,ie IRL,FW,20-147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
Tomáš Souček,28,cz CZE,"CM,CB",30-016,90,0,0,0,2,2,0,2,0,0,0,0,0,1,4,1,80.0
James Ward-Prowse,8,eng ENG,CM,30-134,90,0,0,0,1,0,0,6,0,2,0,0,0,7,1,2,33.3
Lucas Paquetá,10,br BRA,CM,27-200,82,1,0,0,4,2,0,0,0,1,0,0,0,6,3,3,50.0
Carlos Soler,4,es ESP,CM,28-072,8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,
Emerson Palmieri,33,it ITA,WB,30-224,90,0,0,0,0,1,0,2,0,1,0,0,0,4,3,1,75.0
Aaron Wan-Bissaka,29,eng ENG,WB,27-109,90,0,0,0,0,1,0,0,3,0,0,0,0,3,2,3,40.0
Max Kilman,26,eng ENG,CB,27-296,90,0,0,0,0,1,0,1,0,1,0,0,0,4,3,0,100.0
Konstantinos Mavropanos,15,gr GRE,CB,27-094,90,0,0,0,1,0,0,0,1,0,0,0,0,5,4,2,66.7
Jean-Clair Todibo,25,fr FRA,CB,25-075,89,1,0,0,0,0,0,0,5,1,0,0,0,1,4,2,66.7
Guido Rodríguez,24,ar ARG,CM,30-337,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Alphonse Areola,23,fr FRA,GK,32-016,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
