Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Erling Haaland,9,no NOR,FW,24-097,90,16,0,0,2,14,10,16,0,0,,0,,10,34,16,1,0,1,0,3,13,2
Matheus Nunes,27,pt POR,LM,26-060,85,75,0,2,7,66,8,75,2,1,50.0,1,50.0,54,238,142,5,0,4,1,2,60,23
İlkay Gündoğan,19,de GER,CM,34-002,5,4,0,1,3,0,0,4,0,0,,0,,1,3,1,0,0,0,0,0,2,0
Bernardo Silva,20,pt POR,"CM,RM",30-077,90,56,2,7,20,30,4,56,1,1,100.0,0,0.0,40,228,171,5,3,0,0,0,47,9
Phil Foden,47,eng ENG,CM,24-151,90,67,0,1,9,57,5,67,1,1,100.0,0,0.0,37,152,80,2,1,0,0,1,50,5
Sávio,26,br BRA,"RM,LM",20-199,90,66,0,1,6,61,17,66,8,6,75.0,1,12.5,53,436,275,13,3,10,2,3,51,16
Mateo Kovačić,8,hr CRO,DM,30-173,90,74,0,3,37,35,2,74,0,0,,0,,44,188,81,3,1,0,0,2,55,0
Joško Gvardiol,24,hr CRO,LB,22-277,90,117,8,14,35,68,5,117,0,0,,0,,87,339,150,4,5,1,0,0,95,5
Rúben Dias,3,pt POR,CB,27-165,90,97,2,15,64,18,0,97,0,0,,0,,78,317,164,0,2,0,0,0,83,0
Manuel Akanji,25,ch SUI,CB,29-099,90,92,3,12,31,49,0,92,0,0,,0,,75,291,177,5,5,0,0,1,80,0
Rico Lewis,82,eng ENG,RB,19-340,89,48,1,5,23,20,1,48,0,0,,0,,30,169,89,0,0,0,0,0,39,3
John Stones,5,eng ENG,"CB,RB",30-151,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Ederson,31,br BRA,GK,31-070,90,23,14,23,0,0,0,23,0,0,,0,,17,65,37,0,0,0,0,0,17,0
