Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Erling Haaland,9,no NOR,FW,24-097,90,6,5,0,0,0,0,0,0,0,0,0,0,5,1,0
Matheus Nunes,27,pt POR,LM,26-060,85,67,59,8,0,0,1,6,3,5,4,0,0,58,0,0
İlkay Gündoğan,19,de GER,CM,34-002,5,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Bernardo Silva,20,pt POR,"CM,RM",30-077,90,53,52,1,0,0,0,3,1,0,0,0,0,45,0,1
Phil Foden,47,eng ENG,CM,24-151,90,59,47,12,3,1,0,11,1,7,7,0,0,49,0,0
Sávio,26,br BRA,"RM,LM",20-199,90,56,55,1,0,0,1,7,1,0,0,0,0,46,0,3
Mateo Kovačić,8,hr CRO,DM,30-173,90,62,61,1,1,0,0,0,0,0,0,0,0,56,0,1
Joško Gvardiol,24,hr CRO,LB,22-277,90,106,101,5,2,0,0,0,3,0,0,0,0,99,0,2
Rúben Dias,3,pt POR,CB,27-165,90,93,93,0,0,0,0,0,0,0,0,0,0,90,0,0
Manuel Akanji,25,ch SUI,CB,29-099,90,87,83,4,4,1,0,2,0,0,0,0,0,80,0,0
Rico Lewis,82,eng ENG,RB,19-340,89,45,42,3,0,0,0,0,3,0,0,0,0,44,0,1
John Stones,5,eng ENG,"CB,RB",30-151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ederson,31,br BRA,GK,31-070,90,23,19,4,1,0,0,0,0,0,0,0,0,20,0,0
