Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Yoane Wissa,11,cd COD,FW,27-363,90,34,0,3,8,23,11,34,1,1,100.0,0,0.0,22,89,37,3,0,2,4,1,26,7
Kevin Schade,7,de GER,LW,22-278,74,24,1,2,9,13,5,24,2,1,50.0,1,50.0,16,98,48,2,0,1,1,1,17,2
Sepp van den Berg,4,nl NED,RB,22-255,16,12,1,7,4,1,0,12,1,0,0.0,1,100.0,6,22,0,0,0,0,1,1,6,0
Bryan Mbeumo,19,cm CMR,"RW,LW",25-024,90,48,1,7,12,31,8,48,1,1,100.0,0,0.0,28,191,120,4,3,4,3,0,32,9
Mikkel Damsgaard,24,dk DEN,LM,24-059,81,46,0,6,22,21,4,46,2,2,100.0,0,0.0,25,181,106,6,0,2,2,2,26,1
Fabio Carvalho,14,pt POR,LM,22-001,9,8,0,2,1,5,3,8,1,0,0.0,1,100.0,2,15,0,0,0,0,0,0,5,1
Christian Nørgaard,6,dk DEN,CM,30-174,90,50,6,22,15,13,2,50,0,0,,0,,22,33,7,0,0,0,0,2,30,1
Mathias Jensen,8,dk DEN,RM,28-243,90,57,3,18,20,19,1,57,0,0,,0,,33,99,42,0,0,0,1,2,38,4
Vitaly Janelt,27,de GER,LB,26-113,74,50,4,13,24,13,0,50,0,0,,0,,27,117,58,0,0,0,0,0,29,5
Keane Lewis-Potter,23,eng ENG,RW,23-191,16,7,2,3,1,3,0,7,0,0,,0,,3,19,9,1,1,0,0,0,4,1
Ethan Pinnock,5,jm JAM,CB,31-094,90,48,11,29,16,3,1,48,1,0,0.0,1,100.0,27,125,60,1,0,0,0,0,29,2
Nathan Collins,22,ie IRL,CB,23-123,90,53,10,38,11,4,3,53,0,0,,0,,28,149,74,0,0,0,0,1,33,0
Kristoffer Ajer,20,no NOR,RB,26-136,38,11,1,5,3,3,1,11,0,0,,0,,7,66,52,1,0,0,0,0,7,1
Mads Roerslev,30,dk DEN,"RB,LB",25-068,52,32,2,18,6,8,2,32,2,1,50.0,1,50.0,18,126,84,2,1,0,0,0,20,4
Mark Flekken,1,nl NED,GK,31-079,90,41,37,41,0,0,0,41,0,0,,0,,27,105,42,0,0,0,0,0,26,0
