Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Yoane Wissa,11,cd COD,FW,27-363,90,21,21,0,0,1,0,0,0,0,0,0,0,18,0,0
Kevin Schade,7,de GER,LW,22-278,74,14,14,0,0,0,0,1,0,0,0,0,0,10,0,0
Sepp van den Berg,4,nl NED,RB,22-255,16,8,5,3,0,0,0,0,3,0,0,0,0,7,0,0
Bryan Mbeumo,19,cm CMR,"RW,LW",25-024,90,37,34,3,0,0,1,3,0,2,1,0,0,29,0,0
Mikkel Damsgaard,24,dk DEN,LM,24-059,81,31,30,1,0,1,0,1,0,0,0,0,0,25,0,0
Fabio Carvalho,14,pt POR,LM,22-001,9,5,5,0,0,0,0,1,0,0,0,0,0,4,0,0
Christian Nørgaard,6,dk DEN,CM,30-174,90,36,34,1,1,0,0,0,0,0,0,0,0,32,1,1
Mathias Jensen,8,dk DEN,RM,28-243,90,52,41,11,4,0,1,2,7,0,0,0,0,38,0,0
Vitaly Janelt,27,de GER,LB,26-113,74,44,37,7,1,0,1,2,6,0,0,0,0,39,0,0
Keane Lewis-Potter,23,eng ENG,RW,23-191,16,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Ethan Pinnock,5,jm JAM,CB,31-094,90,34,32,2,0,0,0,0,0,0,0,0,0,30,0,1
Nathan Collins,22,ie IRL,CB,23-123,90,41,40,1,1,0,0,0,0,0,0,0,0,38,0,0
Kristoffer Ajer,20,no NOR,RB,26-136,38,8,7,1,0,0,0,1,1,0,0,0,0,5,0,1
Mads Roerslev,30,dk DEN,"RB,LB",25-068,52,25,20,5,0,0,0,2,5,0,0,0,0,21,0,0
Mark Flekken,1,nl NED,GK,31-079,90,37,33,4,2,0,0,0,0,0,0,0,0,31,0,0
