Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jørgen Strand Larsen,9,no NOR,FW,24-307,61,14,14,0,0,0,0,1,0,0,0,0,0,10,0,0
Gonçalo Guedes,29,pt POR,"FW,AM",28-010,29,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0
Matheus Cunha,10,br BRA,"AM,FW",25-196,90,38,35,3,2,0,1,2,1,0,0,0,0,28,0,1
João Gomes,8,br BRA,AM,23-301,77,24,21,3,0,0,0,2,0,0,0,0,0,19,0,0
Tommy Doyle,20,eng ENG,"CM,AM",23-053,13,15,13,2,2,0,0,0,0,0,0,0,0,12,0,0
Mario Lemina,5,ga GAB,CM,31-099,90,32,28,4,2,0,0,0,2,0,0,0,0,25,0,0
André,7,br BRA,CM,23-146,61,16,16,0,0,0,0,0,0,0,0,0,0,14,0,0
Jean-Ricner Bellegarde,27,fr FRA,"CM,AM",26-165,29,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
Rayan Aït-Nouri,3,dz ALG,WB,23-186,85,28,25,3,0,0,0,3,3,0,0,0,0,25,0,0
Rodrigo Gomes,19,pt POR,WB,21-155,5,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0
Matt Doherty,2,ie IRL,WB,32-328,90,56,47,9,0,0,0,3,9,0,0,0,0,42,0,0
Toti Gomes,24,pt POR,CB,25-328,90,42,40,2,1,0,0,1,0,0,0,0,0,32,0,0
Santiago Bueno,4,uy URU,CB,26-030,90,38,35,3,3,0,0,0,0,0,0,0,0,28,0,1
Nélson Semedo,22,pt POR,CB,31-023,90,50,48,1,1,0,1,0,0,0,0,0,0,41,1,2
Sam Johnstone,31,eng ENG,GK,31-259,90,39,30,9,5,0,0,0,0,0,0,0,0,24,0,0
