Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jørgen Strand Larsen,9,no NOR,FW,24-307,61,0,0,0,2,0,0,1,0,0,0,0,0,2,3,4,42.9
Gonçalo Guedes,29,pt POR,"FW,AM",28-010,29,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0.0
Matheus Cunha,10,br BRA,"AM,FW",25-196,90,1,0,0,1,1,0,2,1,0,0,0,0,8,2,0,100.0
João Gomes,8,br BRA,AM,23-301,77,1,0,0,6,1,0,2,0,0,0,0,0,1,0,2,0.0
Tommy Doyle,20,eng ENG,"CM,AM",23-053,13,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,
Mario Lemina,5,ga GAB,CM,31-099,90,1,0,0,0,1,1,0,0,3,0,0,0,5,3,6,33.3
André,7,br BRA,CM,23-146,61,0,0,0,0,1,0,0,0,2,0,0,0,1,1,1,50.0
Jean-Ricner Bellegarde,27,fr FRA,"CM,AM",26-165,29,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1,50.0
Rayan Aït-Nouri,3,dz ALG,WB,23-186,85,0,0,0,0,1,0,3,0,1,0,0,0,4,0,1,0.0
Rodrigo Gomes,19,pt POR,WB,21-155,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Matt Doherty,2,ie IRL,WB,32-328,90,1,0,0,3,2,0,3,1,1,0,0,0,7,5,0,100.0
Toti Gomes,24,pt POR,CB,25-328,90,0,0,0,0,2,0,1,0,1,0,0,0,3,3,1,75.0
Santiago Bueno,4,uy URU,CB,26-030,90,0,0,0,1,0,0,0,0,0,0,0,0,1,5,2,71.4
Nélson Semedo,22,pt POR,CB,31-023,90,0,0,0,1,1,0,0,1,0,0,0,0,8,1,1,50.0
Sam Johnstone,31,eng ENG,GK,31-259,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
