Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Christopher Nkunku,18,fr FRA,FW,27-020,90,0,0,0,2,0,0,0,1,0,0,0,0,2,0,1,0.0
João Félix,14,pt POR,LW,25-024,90,0,0,0,2,4,0,0,2,1,0,0,0,6,0,1,0.0
Noni Madueke,11,eng ENG,RW,22-269,71,0,0,0,2,1,0,3,2,0,0,0,0,6,0,1,0.0
Jadon Sancho,19,eng ENG,RW,24-254,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cole Palmer,20,eng ENG,AM,22-212,78,0,0,0,3,1,0,3,1,0,0,0,0,3,0,0,
Kiernan Dewsbury-Hall,22,eng ENG,AM,26-089,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Moisés Caicedo,25,ec ECU,DM,23-032,90,0,0,0,3,0,0,0,0,1,0,0,0,4,0,1,0.0
Enzo Fernández,8,ar ARG,DM,23-322,90,0,0,0,0,0,0,5,0,1,0,0,0,6,0,0,
Marc Cucurella,3,es ESP,LB,26-135,78,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
Renato Veiga,40,pt POR,LB,21-128,12,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0.0
Tosin Adarabioyo,4,eng ENG,CB,27-071,90,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,50.0
Axel Disasi,2,fr FRA,CB,26-268,90,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,100.0
Malo Gusto,27,fr FRA,RB,21-199,90,0,0,0,0,0,1,1,0,5,0,0,0,4,0,0,
Filip Jørgensen,12,dk DEN,GK,22-232,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
