Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Jean-Philippe Mateta,14,fr FRA,FW,27-184,90,0,0,0,0,3,1,1,0,0,0,0,0,4,6,10,37.5
Eberechi Eze,10,eng ENG,AM,26-183,85,0,0,0,0,5,0,4,0,1,0,0,0,8,0,1,0.0
Daichi Kamada,18,jp JPN,AM,28-146,5,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,
Ismaila Sarr,7,sn SEN,AM,26-308,89,0,0,0,0,3,1,3,0,0,0,0,0,6,2,2,50.0
Eddie Nketiah,9,eng ENG,AM,25-213,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Jefferson Lerma,8,co COL,CM,30-065,90,0,0,0,2,1,0,2,2,1,0,0,0,9,2,1,66.7
Will Hughes,19,eng ENG,CM,29-256,85,1,0,0,5,2,0,5,1,1,0,0,0,5,0,0,
Cheick Doucouré,28,ml MLI,CM,24-356,5,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,
Tyrick Mitchell,3,eng ENG,WB,25-119,90,0,0,0,0,1,0,2,0,1,0,0,0,5,0,0,
Daniel Muñoz,12,co COL,WB,28-217,90,0,0,0,3,0,0,2,0,3,0,0,0,2,1,2,33.3
Chris Richards,26,us USA,CB,24-276,90,0,0,0,3,1,0,1,2,1,0,0,0,3,1,1,50.0
Maxence Lacroix,5,fr FRA,CB,24-267,90,0,0,0,2,0,0,0,2,1,0,0,0,4,1,5,16.7
Trevoh Chalobah,27,eng ENG,CB,25-177,90,0,0,0,1,1,0,2,2,2,0,0,0,8,3,2,60.0
Dean Henderson,1,eng ENG,GK,27-292,90,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0
