Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Raúl Jiménez,7,mx MEX,FW,33-146,82,23,2,3,7,13,5,22,0,0,,0,,14,49,4,0,0,0,1,0,18,5
Rodrigo Muniz,9,br BRA,FW,23-147,8,6,0,0,2,4,0,6,1,0,0.0,1,100.0,3,20,14,1,1,0,0,0,5,1
Alex Iwobi,17,ng NGA,"LW,RW,RM",28-148,90,68,2,11,18,39,3,68,1,1,100.0,0,0.0,47,274,154,2,6,0,2,0,49,13
Adama Traoré,11,es ESP,RW,28-247,68,40,0,0,18,23,2,40,8,4,50.0,2,25.0,31,235,125,6,1,1,0,0,34,5
Reiss Nelson,19,eng ENG,"LW,LM",24-293,22,15,0,4,5,7,2,15,0,0,,0,,12,162,126,4,2,1,2,1,11,4
Emile Smith Rowe,32,eng ENG,AM,24-062,87,59,0,5,29,26,2,59,1,0,0.0,1,100.0,46,273,138,4,2,0,1,1,50,3
Issa Diop,31,fr FRA,CB,27-263,3,4,3,4,0,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Saša Lukić,20,rs SRB,DM,28-046,82,51,2,9,30,12,0,51,0,0,,0,,34,247,153,1,4,0,1,0,34,1
Harrison Reed,6,eng ENG,"CM,DM",29-245,8,9,0,3,3,3,0,9,0,0,,0,,3,8,0,0,0,0,0,0,3,0
Andreas Pereira,18,br BRA,DM,28-271,68,33,1,4,15,14,0,33,1,1,100.0,0,0.0,22,63,17,1,1,0,0,0,23,3
Sander Berge,16,no NOR,"DM,CM",26-227,22,18,0,6,12,0,0,18,0,0,,0,,10,42,31,0,0,0,1,0,11,0
Antonee Robinson,33,us USA,LB,27-051,90,64,3,21,25,18,1,64,1,1,100.0,0,0.0,37,224,142,3,2,0,1,0,38,8
Calvin Bassey,3,ng NGA,CB,24-272,90,74,7,38,34,2,0,74,0,0,,0,,50,248,170,0,0,0,3,0,54,0
Joachim Andersen,5,dk DEN,CB,28-120,90,103,12,52,48,3,1,103,0,0,,0,,67,279,177,1,1,0,0,0,71,0
Kenny Tete,2,nl NED,RB,28-355,90,74,9,21,33,20,7,74,3,2,66.7,1,33.3,44,231,92,6,1,5,2,1,50,4
Bernd Leno,1,de GER,GK,32-208,90,36,22,36,0,0,0,36,0,0,,0,,19,57,42,0,0,0,0,0,19,0
