Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Darwin Núñez,9,uy URU,FW,25-125,90,18,18,0,0,0,1,1,0,0,0,0,0,13,0,3
Luis Díaz,7,co COL,LW,27-288,62,14,12,2,0,0,0,2,2,0,0,0,0,11,0,1
Cody Gakpo,18,nl NED,LW,25-173,28,19,18,1,0,0,0,5,1,0,0,0,0,13,0,2
Mohamed Salah,11,eg EGY,RW,32-134,90,37,34,2,1,0,0,5,1,0,0,0,0,26,1,2
Curtis Jones,17,eng ENG,"AM,DM",23-271,89,43,38,5,1,0,0,0,1,0,0,0,0,42,0,0
Wataru Endo,3,jp JPN,DM,31-261,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Alexis Mac Allister,10,ar ARG,DM,25-308,62,20,20,0,0,0,0,0,0,0,0,0,0,16,0,1
Dominik Szoboszlai,8,hu HUN,AM,24-002,28,13,11,2,1,0,0,0,1,0,0,0,0,11,0,0
Ryan Gravenberch,38,nl NED,DM,22-164,90,47,47,0,0,0,0,0,0,0,0,0,0,42,0,1
Andrew Robertson,26,sct SCO,LB,30-230,62,30,22,8,2,0,0,3,5,1,1,0,0,21,0,1
Kostas Tsimikas,21,gr GRE,LB,28-168,28,24,21,3,0,0,0,1,3,0,0,0,0,20,0,0
Virgil van Dijk,4,nl NED,CB,33-111,90,84,73,11,3,0,1,0,0,0,0,0,0,73,0,0
Ibrahima Konaté,5,fr FRA,CB,25-155,90,61,60,1,1,0,0,0,0,0,0,0,0,54,0,0
Trent Alexander-Arnold,66,eng ENG,RB,26-020,90,61,48,13,5,1,0,7,6,2,2,0,0,42,0,1
Caoimhín Kelleher,62,ie IRL,GK,25-339,90,42,39,3,2,0,0,0,0,0,0,0,0,26,0,0
