Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Jørgen Strand Larsen,9,no NOR,FW,24-263,89,23,1,3,12,8,3,23,0,0,,0,,12,48,10,0,0,0,2,1,15,2
André,7,br BRA,"CM,FW",23-102,1,2,0,0,2,0,0,2,0,0,,0,,1,4,0,0,0,0,0,0,1,0
Matheus Cunha,10,br BRA,"FW,AM",25-152,90,44,0,4,17,25,11,44,6,3,50.0,2,33.3,25,282,159,7,3,3,1,1,31,8
João Gomes,8,br BRA,"CM,AM",23-257,89,41,2,9,26,6,1,41,1,0,0.0,1,100.0,21,141,51,1,0,1,2,2,26,2
Gonçalo Guedes,29,pt POR,"CM,FW",27-332,1,4,0,0,0,4,0,4,0,0,,0,,0,0,0,0,0,0,0,0,1,1
Mario Lemina,5,ga GAB,CM,31-055,45,26,3,12,12,2,1,26,0,0,,0,,12,37,7,0,0,0,0,0,16,0
Pablo Sarabia,21,es ESP,RM,32-168,45,30,0,0,20,10,2,30,0,0,,0,,17,57,30,1,0,0,2,2,19,4
Tommy Doyle,20,eng ENG,CM,23-009,90,67,2,20,44,4,1,67,3,2,66.7,0,0.0,43,212,86,0,0,0,2,0,47,0
Rayan Aït-Nouri,3,dz ALG,"LB,WB",23-142,90,66,1,20,37,11,1,66,7,4,57.1,3,42.9,38,200,62,0,1,0,1,1,49,5
Nélson Semedo,22,pt POR,"RB,WB",30-345,90,55,13,23,23,9,3,55,3,1,33.3,2,66.7,16,106,60,3,1,2,1,0,22,4
Toti Gomes,24,pt POR,CB,25-284,45,45,4,24,24,0,0,45,1,0,0.0,0,0.0,29,155,77,1,0,0,0,0,33,0
Carlos Forbs,26,pt POR,LM,20-221,44,21,1,3,8,11,2,21,3,2,66.7,1,33.3,13,106,79,3,2,2,1,1,18,5
Rodrigo Gomes,19,pt POR,LM,21-111,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Craig Dawson,15,eng ENG,CB,34-173,90,84,23,54,25,5,2,84,0,0,,0,,51,200,110,0,0,0,0,0,60,1
Santiago Bueno,4,uy URU,CB,25-352,90,61,7,28,31,2,1,61,0,0,,0,,37,171,81,0,1,0,0,0,39,0
José Sá,1,pt POR,GK,31-283,90,32,27,32,0,0,0,32,0,0,,0,,18,151,109,0,0,0,0,0,9,0
