Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Michail Antonio,9,jm JAM,FW,34-247,64,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Danny Ings,18,eng ENG,FW,32-130,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Crysencio Summerville,7,nl NED,LW,23-031,45,3,2,1,2,0,1,1,100.0,0,1,1,0,0,3,0,0
Edson Álvarez,19,mx MEX,DM,27-037,45,2,1,1,1,0,1,1,100.0,0,0,0,0,1,3,0,0
Jarrod Bowen,20,eng ENG,RW,27-346,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
Carlos Soler,4,es ESP,AM,27-333,77,1,1,0,1,0,1,2,50.0,1,2,0,2,0,1,1,0
Andy Irving,39,sct SCO,AM,24-201,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Lucas Paquetá,10,br BRA,"DM,LW",27-095,77,2,1,1,1,0,1,3,33.3,2,1,0,1,0,2,5,0
Guido Rodríguez,24,ar ARG,LW,30-232,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tomáš Souček,28,cz CZE,DM,29-277,90,2,1,0,2,0,0,0,,0,0,0,0,1,3,3,0
Emerson Palmieri,33,it ITA,LB,30-119,64,2,2,1,1,0,0,1,0.0,1,3,1,2,0,2,0,0
Vladimír Coufal,5,cz CZE,RB,32-100,26,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
Max Kilman,26,eng ENG,CB,27-191,90,2,1,1,1,0,1,1,100.0,0,3,1,2,2,4,3,1
Jean-Clair Todibo,25,fr FRA,CB,24-336,90,2,2,0,2,0,1,1,100.0,0,3,1,2,0,2,3,0
Aaron Wan-Bissaka,29,eng ENG,"RB,LB",27-004,90,4,4,1,3,0,1,2,50.0,1,3,0,3,1,5,3,0
Łukasz Fabiański,1,pl POL,GK,39-226,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
