Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Michail Antonio,9,jm JAM,FW,34-247,64,23,0,3,10,10,1,23,2,0,0.0,1,50.0,11,30,12,1,0,1,5,3,17,6
Danny Ings,18,eng ENG,FW,32-130,26,12,1,1,5,6,4,12,2,1,50.0,1,50.0,4,29,2,0,0,0,1,1,7,2
Crysencio Summerville,7,nl NED,LW,23-031,45,18,1,4,10,4,0,18,1,0,0.0,1,100.0,8,27,19,0,1,0,2,1,11,3
Edson Álvarez,19,mx MEX,DM,27-037,45,25,1,7,13,5,0,25,1,1,100.0,0,0.0,14,103,48,0,0,1,0,2,18,1
Jarrod Bowen,20,eng ENG,RW,27-346,90,26,1,5,8,13,0,26,5,0,0.0,4,80.0,17,105,33,0,0,0,0,0,15,5
Carlos Soler,4,es ESP,AM,27-333,77,28,0,8,13,7,1,28,0,0,,0,,11,72,21,0,3,1,2,0,17,1
Andy Irving,39,sct SCO,AM,24-201,13,10,0,2,7,1,0,10,0,0,,0,,8,21,7,0,0,0,0,1,10,0
Lucas Paquetá,10,br BRA,"DM,LW",27-095,77,38,5,10,19,9,2,38,0,0,,0,,9,33,21,1,1,0,1,0,18,5
Guido Rodríguez,24,ar ARG,LW,30-232,13,16,0,2,10,4,1,16,0,0,,0,,8,22,7,0,0,0,0,0,13,0
Tomáš Souček,28,cz CZE,DM,29-277,90,43,3,15,21,7,2,43,0,0,,0,,15,38,13,0,1,0,1,0,23,2
Emerson Palmieri,33,it ITA,LB,30-119,64,33,2,14,11,9,0,33,2,1,50.0,1,50.0,8,55,35,1,0,0,0,1,15,0
Vladimír Coufal,5,cz CZE,RB,32-100,26,20,0,8,8,4,1,20,0,0,,0,,6,31,20,1,1,0,0,0,12,1
Max Kilman,26,eng ENG,CB,27-191,90,58,13,34,23,2,0,58,0,0,,0,,19,58,21,0,0,0,0,0,31,0
Jean-Clair Todibo,25,fr FRA,CB,24-336,90,41,4,19,22,0,0,41,0,0,,0,,17,64,32,0,0,0,0,0,24,0
Aaron Wan-Bissaka,29,eng ENG,"RB,LB",27-004,90,42,5,13,18,12,3,42,2,2,100.0,0,0.0,13,107,91,2,0,1,0,0,16,2
Łukasz Fabiański,1,pl POL,GK,39-226,90,38,26,38,0,0,0,38,0,0,,0,,22,117,64,0,0,0,0,0,18,0
