Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Michail Antonio,9,jm JAM,FW,34-247,64,11,11,0,0,0,0,1,0,0,0,0,0,8,0,0
Danny Ings,18,eng ENG,FW,32-130,26,5,5,0,0,0,0,0,0,0,0,0,0,3,0,0
Crysencio Summerville,7,nl NED,LW,23-031,45,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0
Edson Álvarez,19,mx MEX,DM,27-037,45,19,18,1,0,1,0,0,1,0,0,0,0,18,0,0
Jarrod Bowen,20,eng ENG,RW,27-346,90,15,13,1,0,0,1,2,0,0,0,0,0,9,1,1
Carlos Soler,4,es ESP,AM,27-333,77,22,20,2,1,1,0,1,0,0,0,0,0,17,0,0
Andy Irving,39,sct SCO,AM,24-201,13,10,10,0,0,1,0,0,0,0,0,0,0,9,0,0
Lucas Paquetá,10,br BRA,"DM,LW",27-095,77,26,21,5,1,0,0,0,0,0,0,0,0,21,0,0
Guido Rodríguez,24,ar ARG,LW,30-232,13,15,14,1,0,0,0,1,1,0,0,0,0,14,0,0
Tomáš Souček,28,cz CZE,DM,29-277,90,34,32,2,2,0,2,0,0,0,0,0,0,23,0,0
Emerson Palmieri,33,it ITA,LB,30-119,64,24,18,6,0,0,0,3,4,2,1,1,0,18,0,0
Vladimír Coufal,5,cz CZE,RB,32-100,26,17,13,4,1,0,0,0,3,0,0,0,0,15,0,0
Max Kilman,26,eng ENG,CB,27-191,90,47,44,3,3,0,0,0,0,0,0,0,0,40,0,0
Jean-Clair Todibo,25,fr FRA,CB,24-336,90,35,34,1,1,0,0,0,0,0,0,0,0,28,0,0
Aaron Wan-Bissaka,29,eng ENG,"RB,LB",27-004,90,27,25,2,0,0,0,1,2,0,0,0,0,20,0,0
Łukasz Fabiański,1,pl POL,GK,39-226,90,34,26,8,3,0,0,0,0,0,0,0,0,21,0,0
