Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Dominic Solanke,19,eng ENG,FW,27-050,90,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,60.0
Son Heung-min,7,kr KOR,LW,32-118,55,0,0,0,0,2,0,4,0,0,0,0,0,4,0,0,
Richarlison,9,br BRA,LW,27-177,26,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,
James Maddison,10,eng ENG,RM,27-346,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
Brennan Johnson,22,wls WAL,RW,23-164,90,0,0,0,0,2,0,3,1,1,0,0,0,3,0,1,0.0
Pape Matar Sarr,29,sn SEN,LM,22-050,90,0,0,0,2,2,0,0,2,0,0,0,0,13,1,1,50.0
Rodrigo Bentancur,30,uy URU,CM,27-131,55,0,0,0,3,0,0,0,2,0,0,0,0,7,2,0,100.0
Yves Bissouma,8,ml MLI,CM,28-065,35,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0.0
Dejan Kulusevski,21,se SWE,"RM,LW",24-192,90,0,0,0,1,1,0,6,1,1,0,0,0,2,0,0,
Destiny Udogie,13,it ITA,LB,21-341,81,0,0,0,3,1,0,1,2,2,0,0,0,2,0,0,
Archie Gray,14,eng ENG,LB,18-236,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
Radu Drăgușin,6,ro ROU,CB,22-274,90,0,0,0,0,1,0,0,1,0,0,0,0,2,1,2,33.3
Cristian Romero,17,ar ARG,CB,26-190,60,1,0,0,1,2,0,0,4,1,0,0,0,3,3,3,50.0
Ben Davies,33,wls WAL,CB,31-193,30,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,50.0
Pedro Porro,23,es ESP,RB,25-051,90,1,0,0,1,1,0,6,1,1,0,0,0,6,1,0,100.0
Guglielmo Vicario,1,it ITA,GK,28-027,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
