Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Solanke,19,eng ENG,FW,27-050,90,5,3,2,0,0,0,0,0,0,0,0,0,3,0,0
Son Heung-min,7,kr KOR,LW,32-118,55,29,28,1,1,0,0,4,0,0,0,0,0,24,0,0
Richarlison,9,br BRA,LW,27-177,26,10,10,0,0,0,0,3,0,0,0,0,0,7,0,1
James Maddison,10,eng ENG,RM,27-346,9,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Brennan Johnson,22,wls WAL,RW,23-164,90,22,21,1,0,0,0,3,1,0,0,0,0,12,0,3
Pape Matar Sarr,29,sn SEN,LM,22-050,90,65,64,1,0,0,1,0,1,0,0,0,0,60,0,1
Rodrigo Bentancur,30,uy URU,CM,27-131,55,35,33,2,1,0,0,0,1,0,0,0,0,31,0,0
Yves Bissouma,8,ml MLI,CM,28-065,35,23,21,2,2,0,0,0,0,0,0,0,0,23,0,0
Dejan Kulusevski,21,se SWE,"RM,LW",24-192,90,23,21,2,0,1,0,6,0,2,2,0,0,12,0,2
Destiny Udogie,13,it ITA,LB,21-341,81,34,31,3,2,0,0,1,1,0,0,0,0,32,0,1
Archie Gray,14,eng ENG,LB,18-236,9,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Radu Drăgușin,6,ro ROU,CB,22-274,90,59,53,6,3,0,0,0,0,0,0,0,0,53,0,0
Cristian Romero,17,ar ARG,CB,26-190,60,40,37,3,2,0,0,0,1,0,0,0,0,38,0,0
Ben Davies,33,wls WAL,CB,31-193,30,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0
Pedro Porro,23,es ESP,RB,25-051,90,51,39,12,1,0,2,6,7,4,2,1,0,35,0,4
Guglielmo Vicario,1,it ITA,GK,28-027,90,18,13,5,1,0,0,0,0,0,0,0,0,18,0,0
