Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Solanke,19,eng ENG,FW,27-050,90,2,1,0,0,2,1,2,50.0,1,1,0,1,0,2,0,0
Son Heung-min,7,kr KOR,LW,32-118,55,2,0,0,2,0,2,4,50.0,2,0,0,0,0,2,0,0
Richarlison,9,br BRA,LW,27-177,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
James Maddison,10,eng ENG,RM,27-346,9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Brennan Johnson,22,wls WAL,RW,23-164,90,1,1,0,1,0,1,2,50.0,1,4,0,4,1,2,1,0
Pape Matar Sarr,29,sn SEN,LM,22-050,90,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,3,0
Rodrigo Bentancur,30,uy URU,CM,27-131,55,3,0,1,1,1,3,4,75.0,1,1,0,1,2,5,1,0
Yves Bissouma,8,ml MLI,CM,28-065,35,1,0,0,1,0,0,0,,0,0,0,0,1,2,2,0
Dejan Kulusevski,21,se SWE,"RM,LW",24-192,90,3,1,1,0,2,1,4,25.0,3,3,1,2,1,4,0,0
Destiny Udogie,13,it ITA,LB,21-341,81,2,2,2,0,0,0,1,0.0,1,1,0,1,2,4,2,0
Archie Gray,14,eng ENG,LB,18-236,9,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Radu Drăgușin,6,ro ROU,CB,22-274,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,2,0
Cristian Romero,17,ar ARG,CB,26-190,60,1,1,1,0,0,0,2,0.0,2,0,0,0,4,5,0,0
Ben Davies,33,wls WAL,CB,31-193,30,1,0,0,1,0,1,1,100.0,0,0,0,0,1,2,2,0
Pedro Porro,23,es ESP,RB,25-051,90,1,1,0,0,1,1,2,50.0,1,1,0,1,1,2,4,0
Guglielmo Vicario,1,it ITA,GK,28-027,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
