Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Alexander Isak,14,se SWE,FW,25-096,89,41,1,1,9,31,12,41,5,3,60.0,2,40.0,28,125,54,4,1,4,3,3,32,15
William Osula,18,dk DEN,FW,21-144,1,3,0,0,0,3,1,3,0,0,,0,,1,0,0,0,0,0,1,0,1,1
Anthony Gordon,10,eng ENG,LW,23-306,78,45,1,7,11,28,4,45,1,0,0.0,0,0.0,29,275,125,4,2,3,0,0,35,10
Joe Willock,28,eng ENG,LW,25-128,12,9,0,0,4,5,0,9,0,0,,0,,7,44,32,1,1,0,0,1,10,1
Jacob Murphy,23,eng ENG,RW,29-306,78,36,1,5,15,16,5,36,1,1,100.0,0,0.0,20,93,32,1,0,1,1,1,27,9
Harvey Barnes,11,eng ENG,RW,27-017,12,5,0,0,1,4,1,5,0,0,,0,,4,12,2,0,0,0,0,0,5,2
Joelinton,7,br BRA,LM,28-134,90,45,3,6,13,26,7,45,0,0,,0,,23,144,90,3,2,1,1,1,34,9
Sandro Tonali,8,it ITA,CM,24-232,90,85,3,13,52,21,1,85,0,0,,0,,55,289,175,3,6,0,0,0,71,0
Bruno Guimarães,39,br BRA,RM,27-040,89,60,2,7,27,27,5,60,0,0,,0,,43,247,149,4,2,2,0,4,50,5
Lewis Miley,67,eng ENG,RM,18-239,1,12,0,0,12,0,0,12,0,0,,0,,7,24,4,0,0,0,0,0,9,0
Lewis Hall,20,eng ENG,LB,20-109,90,71,0,14,32,26,5,71,1,1,100.0,0,0.0,45,209,122,2,4,0,1,1,55,6
Dan Burn,33,eng ENG,CB,32-231,90,83,7,32,49,2,2,83,0,0,,0,,55,325,254,2,0,0,0,0,66,0
Fabian Schär,5,ch SUI,CB,33-006,90,86,5,25,53,8,0,86,1,1,100.0,0,0.0,55,291,216,1,4,0,1,0,57,1
Kieran Trippier,2,eng ENG,RB,34-098,78,70,3,18,28,25,1,70,0,0,,0,,40,144,94,2,0,0,0,2,50,7
Matt Targett,13,eng ENG,RB,29-099,12,8,0,1,4,3,0,8,0,0,,0,,2,5,1,0,0,0,0,0,5,0
Martin Dúbravka,1,sk SVK,GK,35-346,90,20,20,20,0,0,0,20,0,0,,0,,11,58,47,0,0,0,0,0,10,0
