Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Alexander Isak,14,se SWE,FW,25-096,89,0,0,0,2,0,2,0,0,0,0,0,0,3,1,0,100.0
William Osula,18,dk DEN,FW,21-144,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Anthony Gordon,10,eng ENG,LW,23-306,78,0,0,0,3,2,0,6,0,0,0,0,0,3,0,0,
Joe Willock,28,eng ENG,LW,25-128,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Jacob Murphy,23,eng ENG,RW,29-306,78,0,0,0,0,0,0,3,1,0,0,0,0,4,0,0,
Harvey Barnes,11,eng ENG,RW,27-017,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Joelinton,7,br BRA,LM,28-134,90,1,0,0,3,0,1,0,2,0,0,0,0,5,3,1,75.0
Sandro Tonali,8,it ITA,CM,24-232,90,0,0,0,1,4,1,1,1,2,0,0,0,5,0,0,
Bruno Guimarães,39,br BRA,RM,27-040,89,0,0,0,3,2,0,1,1,1,0,0,0,7,0,0,
Lewis Miley,67,eng ENG,RM,18-239,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
Lewis Hall,20,eng ENG,LB,20-109,90,0,0,0,0,0,0,4,1,2,0,0,0,3,0,1,0.0
Dan Burn,33,eng ENG,CB,32-231,90,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,42.9
Fabian Schär,5,ch SUI,CB,33-006,90,0,0,0,1,2,1,0,1,0,0,0,0,6,3,1,75.0
Kieran Trippier,2,eng ENG,RB,34-098,78,1,0,0,2,0,0,3,0,1,0,0,0,6,2,1,66.7
Matt Targett,13,eng ENG,RB,29-099,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
Martin Dúbravka,1,sk SVK,GK,35-346,90,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,100.0
