Player,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
Martin Dúbravka,sk SVK,35-346,90,1,0,1,100.0,0.2,0,2,0.0,15,5,0.0,19.4,3,66.7,43.7,13,2,15.4,0,9.4
