Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Raúl Jiménez,7,mx MEX,FW,33-188,74,40,0,1,23,17,4,40,3,2,66.7,1,33.3,28,102,58,1,0,0,4,3,34,4
Rodrigo Muniz,9,br BRA,FW,23-189,16,4,0,0,2,2,0,4,0,0,,0,,3,9,0,0,0,0,2,1,4,1
Reiss Nelson,19,eng ENG,LW,24-335,81,57,0,6,18,34,6,57,5,2,40.0,2,40.0,43,279,112,7,6,5,3,2,52,12
Harry Wilson,8,wls WAL,"RW,LW",27-232,9,10,0,1,2,7,3,10,0,0,,0,,6,21,13,1,0,1,1,0,6,2
Alex Iwobi,17,ng NGA,RW,28-190,88,68,0,7,32,29,5,68,2,2,100.0,0,0.0,46,270,139,5,4,1,4,1,53,11
Adama Traoré,11,es ESP,LW,28-289,2,5,0,1,1,3,0,5,0,0,,0,,2,9,6,0,0,0,0,0,3,1
Emile Smith Rowe,32,eng ENG,AM,24-104,88,60,0,5,25,32,6,60,4,3,75.0,1,25.0,37,196,126,7,2,3,1,0,44,7
Harrison Reed,6,eng ENG,AM,29-287,2,8,0,0,4,4,0,8,0,0,,0,,4,6,1,0,0,0,0,1,6,0
Sander Berge,16,no NOR,DM,26-269,90,65,2,12,49,4,0,65,0,0,,0,,34,128,61,0,0,0,0,2,39,0
Andreas Pereira,18,br BRA,DM,28-313,82,58,1,10,25,25,3,58,0,0,,0,,34,159,84,1,2,1,1,0,37,5
Tom Cairney,10,sct SCO,DM,33-294,8,21,0,1,13,7,0,21,0,0,,0,,15,32,8,0,0,0,0,0,19,1
Antonee Robinson,33,us USA,LB,27-093,90,93,2,21,51,22,4,93,1,0,0.0,1,100.0,58,244,139,1,3,0,0,0,64,7
Calvin Bassey,3,ng NGA,CB,24-314,90,72,9,30,43,0,0,72,0,0,,0,,53,222,82,0,0,0,2,0,51,0
Joachim Andersen,5,dk DEN,CB,28-162,90,100,16,49,48,4,1,100,1,1,100.0,0,0.0,56,225,128,0,1,0,1,1,65,0
Kenny Tete,2,nl NED,RB,29-031,90,83,5,25,38,20,0,83,1,0,0.0,1,100.0,46,285,156,4,2,0,0,2,53,6
Bernd Leno,1,de GER,GK,32-250,90,40,30,39,1,0,0,40,0,0,,0,,29,82,45,0,0,0,0,0,25,0
