Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Diogo Jota,20,pt POR,FW,27-299,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Luis Díaz,7,co COL,LW,27-259,72,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
Cody Gakpo,18,nl NED,LW,25-144,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Mohamed Salah,11,eg EGY,RW,32-105,90,2,2,0,0,2,1,1,100.0,0,1,0,1,0,2,1,0
Dominik Szoboszlai,8,hu HUN,AM,23-339,72,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Curtis Jones,17,eng ENG,AM,23-242,18,0,0,0,0,0,0,0,,0,2,1,1,0,0,0,0
Alexis Mac Allister,10,ar ARG,DM,25-279,90,2,1,1,1,0,1,3,33.3,2,5,0,5,1,3,0,0
Ryan Gravenberch,38,nl NED,DM,22-135,90,3,3,1,2,0,0,0,,0,0,0,0,0,3,0,0
Andrew Robertson,26,sct SCO,LB,30-201,88,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0
Joe Gomez,2,eng ENG,LB,27-128,2,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,1,0
Virgil van Dijk,4,nl NED,CB,33-082,90,0,0,0,0,0,0,0,,0,1,0,1,1,1,5,0
Ibrahima Konaté,5,fr FRA,CB,25-126,90,0,0,0,0,0,0,0,,0,1,1,0,2,2,2,1
Trent Alexander-Arnold,66,eng ENG,RB,25-357,90,2,2,1,1,0,1,1,100.0,0,0,0,0,1,3,0,0
Alisson,1,br BRA,GK,31-362,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
