Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Diogo Jota,20,pt POR,FW,27-299,90,1,0,0,2,2,0,1,0,0,1,0,0,3,2,3,40.0
Luis Díaz,7,co COL,LW,27-259,72,0,0,0,1,1,0,1,1,0,0,0,0,4,0,0,
Cody Gakpo,18,nl NED,LW,25-144,18,0,0,0,0,1,2,1,0,0,0,0,0,0,1,0,100.0
Mohamed Salah,11,eg EGY,RW,32-105,90,0,0,0,1,1,0,2,0,2,0,0,0,5,0,0,
Dominik Szoboszlai,8,hu HUN,AM,23-339,72,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,
Curtis Jones,17,eng ENG,AM,23-242,18,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,
Alexis Mac Allister,10,ar ARG,DM,25-279,90,0,0,0,1,1,0,1,1,1,0,0,0,7,0,3,0.0
Ryan Gravenberch,38,nl NED,DM,22-135,90,0,0,0,0,4,0,0,0,3,0,0,0,5,1,0,100.0
Andrew Robertson,26,sct SCO,LB,30-201,88,0,0,0,0,1,0,9,1,0,0,0,0,6,0,0,
Joe Gomez,2,eng ENG,LB,27-128,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Virgil van Dijk,4,nl NED,CB,33-082,90,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,33.3
Ibrahima Konaté,5,fr FRA,CB,25-126,90,1,0,0,1,1,0,0,2,0,0,0,0,2,4,2,66.7
Trent Alexander-Arnold,66,eng ENG,RB,25-357,90,1,0,0,1,0,0,5,1,2,0,0,0,7,1,0,100.0
Alisson,1,br BRA,GK,31-362,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
