Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Michail Antonio,9,jm JAM,FW,34-205,60,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Crysencio Summerville,7,nl NED,"AM,LM",22-355,30,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
Mohammed Kudus,14,gh GHA,"LM,AM,RM",24-078,85,2,2,1,1,0,0,0,,0,0,0,0,0,2,0,0
Lucas Paquetá,10,br BRA,CM,27-053,60,1,1,1,0,0,0,1,0.0,1,2,1,1,0,1,1,0
Edson Álvarez,19,mx MEX,CM,26-361,30,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
Tomáš Souček,28,cz CZE,CM,29-235,60,2,1,1,0,1,1,2,50.0,1,1,1,0,1,3,3,0
Carlos Soler,4,es ESP,CM,27-291,30,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
Jarrod Bowen,20,eng ENG,"RM,FW",27-304,90,4,3,2,0,2,2,3,66.7,1,0,0,0,0,4,1,0
Guido Rodríguez,24,ar ARG,DM,30-190,70,5,4,3,2,0,2,3,66.7,1,1,1,0,1,6,5,0
Konstantinos Mavropanos,15,gr GRE,CB,26-313,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Emerson Palmieri,33,it ITA,"LB,WB",30-077,90,6,5,5,1,0,3,3,100.0,0,4,1,3,1,7,0,0
Max Kilman,26,eng ENG,CB,27-149,90,4,3,1,2,1,4,4,100.0,0,1,1,0,1,5,6,1
Jean-Clair Todibo,25,fr FRA,CB,24-294,90,3,0,2,1,0,2,3,66.7,1,1,1,0,2,5,5,0
Aaron Wan-Bissaka,29,eng ENG,"RB,WB",26-328,90,5,5,3,2,0,4,5,80.0,1,0,0,0,4,9,4,0
Alphonse Areola,23,fr FRA,GK,31-235,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
