Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Ollie Watkins,11,eng ENG,FW,28-309,90,13,12,1,0,0,0,0,0,0,0,0,0,7,0,0
Jacob Ramsey,41,eng ENG,"LW,LM",23-159,80,24,24,0,0,0,1,0,0,0,0,0,0,21,0,1
Jaden Philogene Bidace,19,eng ENG,LM,22-269,10,5,5,0,0,0,0,1,0,0,0,0,0,4,0,1
John McGinn,7,sct SCO,"RW,RM",30-016,79,25,25,0,0,0,0,0,0,0,0,0,0,23,0,1
Leon Bailey,31,jm JAM,RM,27-086,11,7,7,0,0,0,0,1,0,0,0,0,0,4,0,2
Morgan Rogers,27,eng ENG,AM,22-100,68,14,12,2,0,0,0,0,0,0,0,0,0,11,0,0
Jáder Durán,9,co COL,FW,20-326,22,4,2,2,0,0,0,0,0,0,0,0,0,2,0,0
Youri Tielemans,8,be BEL,"DM,CM",27-180,80,43,37,6,5,1,0,2,0,1,1,0,0,34,0,2
Boubacar Kamara,44,fr FRA,CM,24-346,10,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0
Amadou Onana,24,be BEL,"DM,CM",23-079,90,36,36,0,0,0,0,0,0,0,0,0,0,35,0,0
Lucas Digne,12,fr FRA,LB,31-106,90,58,45,13,0,0,0,8,10,3,2,1,0,39,0,4
Pau Torres,14,es ESP,CB,27-292,90,50,42,8,4,0,0,0,0,0,0,0,0,41,0,1
Ezri Konsa,4,eng ENG,"CB,RB",27-011,90,42,35,7,4,1,0,0,2,0,0,0,0,39,0,0
Matty Cash,2,pl POL,RB,27-088,59,29,24,5,1,0,0,0,4,0,0,0,0,23,0,0
Diego Carlos,3,br BRA,CB,31-233,31,16,16,0,0,0,0,0,0,0,0,0,0,15,0,0
Emiliano Martínez,23,ar ARG,GK,32-062,90,42,35,7,0,0,0,0,0,0,0,0,0,33,0,0
