Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Alexander Isak,14,se SWE,FW,25-204,77,0,0,0,0,1,0,2,0,0,0,0,0,2,2,2,50.0
Callum Wilson,9,eng ENG,FW,33-045,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Harvey Barnes,11,eng ENG,"LW,RW",27-125,90,0,0,0,0,2,0,2,0,1,0,0,0,2,0,2,0.0
Jacob Murphy,23,eng ENG,RW,30-048,77,0,0,0,0,0,1,7,0,1,0,0,0,5,0,1,0.0
Anthony Gordon,10,eng ENG,LW,24-048,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Joelinton,7,br BRA,LM,28-242,84,0,0,0,1,1,0,0,0,0,0,0,0,5,2,1,66.7
Sean Longstaff,36,eng ENG,RM,27-165,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Sandro Tonali,8,it ITA,CM,24-340,90,0,0,0,0,0,0,1,2,1,0,0,0,5,0,0,
Bruno Guimarães,39,br BRA,RM,27-148,84,0,0,0,2,1,0,2,0,1,0,0,0,6,1,0,100.0
Lewis Miley,67,eng ENG,LM,18-347,6,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,
Valentino Livramento,21,eng ENG,LB,22-152,90,0,0,0,0,1,0,2,0,2,0,0,0,9,0,0,
Dan Burn,33,eng ENG,CB,32-339,90,0,0,0,0,0,0,0,4,1,0,0,0,3,9,0,100.0
Fabian Schär,5,ch SUI,CB,33-114,90,0,0,0,3,0,0,0,3,0,0,0,0,4,4,3,57.1
Kieran Trippier,2,eng ENG,RB,34-206,77,0,0,0,0,3,1,8,0,0,0,0,0,6,1,0,100.0
Emil Krafth,17,se SWE,RB,30-254,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nick Pope,22,eng ENG,GK,32-359,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
