Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Alexander Isak,14,se SWE,FW,25-204,77,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Callum Wilson,9,eng ENG,FW,33-045,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Harvey Barnes,11,eng ENG,"LW,RW",27-125,90,2,1,1,1,0,0,1,0.0,1,0,0,0,0,2,2,0
Jacob Murphy,23,eng ENG,RW,30-048,77,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0
Anthony Gordon,10,eng ENG,LW,24-048,13,2,0,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0
Joelinton,7,br BRA,LM,28-242,84,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0
Sean Longstaff,36,eng ENG,RM,27-165,6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Sandro Tonali,8,it ITA,CM,24-340,90,1,1,0,0,1,0,0,,0,2,0,2,2,3,1,0
Bruno Guimarães,39,br BRA,RM,27-148,84,3,1,0,2,1,0,1,0.0,1,0,0,0,0,3,0,0
Lewis Miley,67,eng ENG,LM,18-347,6,2,2,0,1,1,1,1,100.0,0,0,0,0,0,2,0,0
Valentino Livramento,21,eng ENG,LB,22-152,90,4,2,1,3,0,2,7,28.6,5,1,0,1,0,4,2,0
Dan Burn,33,eng ENG,CB,32-339,90,1,1,0,1,0,0,0,,0,1,0,1,4,5,4,0
Fabian Schär,5,ch SUI,CB,33-114,90,1,0,0,0,1,1,4,25.0,3,1,1,0,3,4,3,0
Kieran Trippier,2,eng ENG,RB,34-206,77,3,0,0,1,2,2,2,100.0,0,0,0,0,0,3,0,0
Emil Krafth,17,se SWE,RB,30-254,13,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Nick Pope,22,eng ENG,GK,32-359,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
