Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Jamie Vardy,9,eng ENG,FW,38-041,90,10,9,1,0,0,0,1,0,0,0,0,0,8,0,1
Jordan Ayew,18,gh GHA,"LW,RW",33-163,54,21,16,5,1,0,0,6,0,4,1,1,1,15,0,1
Facundo Buonanotte,40,ar ARG,RW,20-060,36,21,19,2,2,0,1,2,0,0,0,0,0,13,0,0
Bobby De Cordova-Reid,14,jm JAM,RW,32-019,45,16,14,2,0,0,0,3,2,0,0,0,0,10,0,2
Stephy Mavididi,10,eng ENG,LW,26-266,45,11,10,0,0,0,0,2,0,0,0,0,0,8,1,0
Bilal El Khannouss,11,ma MAR,AM,20-287,90,52,46,6,0,1,0,3,1,1,0,0,0,38,0,1
Boubakary Soumaré,24,fr FRA,DM,25-360,90,49,49,0,0,0,0,1,0,0,0,0,0,45,0,0
Wilfred Ndidi,6,ng NGA,DM,28-067,76,31,30,1,1,0,0,2,0,0,0,0,0,23,0,2
Oliver Skipp,22,eng ENG,DM,24-158,14,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
Victor Bernth Kristiansen,16,dk DEN,LB,22-067,90,35,29,6,0,0,0,6,6,0,0,0,0,26,0,0
Caleb Okoli,5,it ITA,"CB,RB",23-223,82,37,30,7,1,0,0,0,4,0,0,0,0,34,0,0
Conor Coady,4,eng ENG,CB,31-362,8,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Wout Faes,3,be BEL,"CB,RB",26-324,90,46,46,0,0,0,1,0,0,0,0,0,0,35,0,0
Woyo Coulibaly,25,ml MLI,RB,25-277,45,27,21,6,0,0,0,0,6,0,0,0,0,22,0,0
Jannik Vestergaard,23,dk DEN,CB,32-202,45,22,18,4,1,0,0,0,0,0,0,0,0,21,0,0
Mads Hermansen,30,dk DEN,GK,24-225,90,39,33,6,5,0,1,0,0,0,0,0,0,25,0,0
