Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Erling Haaland,9,no NOR,FW,24-220,90,22,1,3,12,9,4,22,1,0,0.0,1,100.0,13,46,17,1,1,1,1,4,14,3
Jeremy Doku,11,be BEL,LW,22-275,89,50,0,2,21,30,7,50,10,5,50.0,4,40.0,39,394,245,11,4,4,2,1,41,10
Jack Grealish,10,eng ENG,LW,29-169,1,1,0,0,0,1,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Sávio,26,br BRA,RW,20-322,89,52,3,9,16,28,9,52,4,1,25.0,1,25.0,35,298,143,7,2,3,2,5,40,12
James Mcatee,87,eng ENG,RW,22-131,1,1,0,0,0,1,0,1,0,0,,0,,1,3,0,0,0,0,0,0,1,0
Omar Marmoush,7,eg EGY,AM,26-019,73,27,0,2,14,12,1,27,3,0,0.0,2,66.7,18,111,64,2,1,0,2,1,16,3
Phil Foden,47,eng ENG,AM,24-274,17,9,0,1,2,6,1,9,0,0,,0,,8,69,53,2,2,0,0,0,8,1
Nicolás González,14,es ESP,DM,23-054,73,38,1,5,20,13,1,38,0,0,,0,,23,69,23,0,1,0,2,1,28,2
Bernardo Silva,20,pt POR,DM,30-200,17,14,0,3,6,5,0,14,1,0,0.0,1,100.0,5,45,21,0,0,0,0,0,6,0
Mateo Kovačić,8,hr CRO,DM,30-296,89,63,2,20,36,7,1,63,2,1,50.0,1,50.0,32,231,75,1,1,1,0,1,44,0
İlkay Gündoğan,19,de GER,DM,34-125,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Joško Gvardiol,24,hr CRO,LB,23-034,90,68,2,29,31,8,0,68,1,0,0.0,1,100.0,40,216,70,1,1,0,1,0,41,0
Rúben Dias,3,pt POR,CB,27-288,90,61,14,42,19,0,0,61,0,0,,0,,43,229,54,0,0,0,0,0,50,0
Abdukodir Khusanov,45,uz UZB,CB,20-363,90,56,4,34,21,1,0,56,0,0,,0,,40,186,52,0,0,0,0,1,43,0
Matheus Nunes,27,pt POR,RB,26-183,90,64,5,21,28,15,2,64,1,0,0.0,1,100.0,34,181,83,1,0,0,3,0,36,5
Ederson,31,br BRA,GK,31-193,90,41,38,41,0,0,0,41,0,0,,0,,35,200,104,0,0,0,0,0,21,0
