Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Erling Haaland,9,no NOR,FW,24-220,90,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
Jeremy Doku,11,be BEL,LW,22-275,89,1,1,0,1,0,1,2,50.0,1,0,0,0,1,2,0,0
Jack Grealish,10,eng ENG,LW,29-169,1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Sávio,26,br BRA,RW,20-322,89,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,2,0
James Mcatee,87,eng ENG,RW,22-131,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Omar Marmoush,7,eg EGY,AM,26-019,73,2,2,0,1,1,1,3,33.3,2,0,0,0,1,3,0,0
Phil Foden,47,eng ENG,AM,24-274,17,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
Nicolás González,14,es ESP,DM,23-054,73,1,0,0,1,0,0,0,,0,2,0,2,1,2,2,0
Bernardo Silva,20,pt POR,DM,30-200,17,3,1,1,2,0,2,3,66.7,1,0,0,0,0,3,1,0
Mateo Kovačić,8,hr CRO,DM,30-296,89,7,5,3,4,0,5,7,71.4,2,2,0,2,1,8,2,0
İlkay Gündoğan,19,de GER,DM,34-125,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Joško Gvardiol,24,hr CRO,LB,23-034,90,1,1,0,1,0,1,2,50.0,1,1,1,0,3,4,3,0
Rúben Dias,3,pt POR,CB,27-288,90,0,0,0,0,0,0,0,,0,1,1,0,1,1,0,0
Abdukodir Khusanov,45,uz UZB,CB,20-363,90,2,1,2,0,0,2,2,100.0,0,0,0,0,1,3,4,0
Matheus Nunes,27,pt POR,RB,26-183,90,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,2,0
Ederson,31,br BRA,GK,31-193,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
