Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Richarlison,9,br BRA,FW,27-268,78,19,19,0,0,0,0,0,0,0,0,0,0,11,0,0
Dane Scarlett,44,eng ENG,FW,20-315,12,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Son Heung-min,7,kr KOR,LW,32-209,90,34,31,3,0,1,0,4,0,3,3,0,0,25,0,0
Mikey Moore,47,eng ENG,RW,17-175,45,16,16,0,0,0,0,1,0,0,0,0,0,15,0,0
Lucas Bergvall,15,se SWE,RM,19-000,45,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0
Dejan Kulusevski,21,se SWE,"RW,AM",24-283,90,27,27,0,0,0,0,1,0,0,0,0,0,21,0,0
Rodrigo Bentancur,30,uy URU,"CM,DM",27-222,90,53,51,2,1,2,0,0,0,0,0,0,0,48,0,1
Yves Bissouma,8,ml MLI,"DM,LM",28-156,67,33,32,1,1,0,0,0,0,0,0,0,0,30,0,1
Pape Matar Sarr,29,sn SEN,LM,22-141,23,13,13,0,0,0,0,0,0,0,0,0,0,11,0,0
Djed Spence,24,eng ENG,LB,24-177,90,45,37,8,1,1,0,1,7,0,0,0,0,38,0,2
Ben Davies,33,wls WAL,CB,31-284,90,63,52,10,0,0,0,0,0,0,0,0,0,55,1,1
Archie Gray,14,eng ENG,CB,18-327,90,51,51,0,0,0,0,0,0,0,0,0,0,44,0,3
Pedro Porro,23,es ESP,RB,25-142,90,51,44,7,1,1,0,2,6,0,0,0,0,34,0,1
Antonín Kinský,31,cz CZE,GK,21-326,90,32,29,3,0,0,0,0,0,0,0,0,0,20,0,0
