Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Jamie Vardy,9,eng ENG,FW,37-233,90,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
Jordan Ayew,18,gh GHA,LW,32-355,67,3,1,0,3,0,0,2,0.0,2,2,0,2,0,3,0,0
Stephy Mavididi,10,eng ENG,"LM,WB",26-092,23,2,1,0,1,1,1,3,33.3,2,0,0,0,0,2,0,0
Abdul Fatawu Issahaku,7,gh GHA,RW,20-176,67,3,3,1,0,2,0,1,0.0,1,0,0,0,1,4,0,0
Facundo Buonanotte,40,ar ARG,"RM,AM",19-252,23,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
Wilfred Ndidi,6,ng NGA,"AM,CM",27-259,88,2,0,2,0,0,0,2,0.0,2,1,0,1,1,3,0,0
Bobby De Cordova-Reid,14,jm JAM,"AM,CM",31-211,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Oliver Skipp,22,eng ENG,DM,23-350,67,2,1,0,2,0,2,2,100.0,0,1,0,1,1,3,0,0
Bilal El Khannouss,11,ma MAR,CM,20-113,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Harry Winks,8,eng ENG,"DM,CM",28-211,90,1,1,0,0,1,1,2,50.0,1,1,0,1,1,2,2,0
Victor Bernth Kristiansen,16,dk DEN,"LB,CB",21-259,90,2,2,0,2,0,0,0,,0,2,1,1,3,5,2,0
Caleb Okoli,5,it ITA,CB,23-049,89,3,1,0,3,0,1,3,33.3,2,2,1,1,1,4,5,0
Kasey McAteer,35,ie IRL,"WB,CB",22-283,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Wout Faes,3,be BEL,CB,26-150,90,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0
James Justin,2,eng ENG,"RB,CB",26-190,90,2,0,0,2,0,1,3,33.3,2,0,0,0,2,4,1,0
Mads Hermansen,30,dk DEN,GK,24-051,90,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
