Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Dominic Solanke,19,eng ENG,FW,27-201,90,1,1,0,0,1,1,1,100.0,0,0,0,0,0,1,1,0
Son Heung-min,7,kr KOR,LW,32-269,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Wilson Odobert,28,fr FRA,RW,20-126,63,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0
Brennan Johnson,22,wls WAL,RW,23-315,27,2,2,2,0,0,1,1,100.0,0,1,0,1,0,2,0,0
James Maddison,10,eng ENG,LM,28-131,87,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Mathys Tel,11,fr FRA,LM,19-341,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Rodrigo Bentancur,30,uy URU,CM,27-282,90,2,1,2,0,0,1,2,50.0,1,2,1,1,2,4,3,0
Lucas Bergvall,15,se SWE,RM,19-060,63,1,1,0,1,0,0,0,,0,0,0,0,3,4,2,0
Pape Matar Sarr,29,sn SEN,RM,22-201,27,1,0,0,0,1,0,1,0.0,1,0,0,0,0,1,0,0
Destiny Udogie,13,it ITA,LB,22-126,90,4,1,3,1,0,1,2,50.0,1,0,0,0,0,4,3,0
Micky van de Ven,37,nl NED,CB,23-349,87,2,1,2,0,0,2,3,66.7,1,0,0,0,0,2,4,0
Pedro Porro,23,es ESP,RB,25-202,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Cristian Romero,17,ar ARG,CB,26-341,90,2,1,1,1,0,2,2,100.0,0,1,0,1,2,4,5,0
Djed Spence,24,eng ENG,"RB,CB",24-237,90,1,0,1,0,0,0,0,,0,2,1,1,1,2,5,0
Guglielmo Vicario,1,it ITA,GK,28-178,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
