Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Solanke,19,eng ENG,FW,27-201,90,11,10,0,0,0,0,0,0,0,0,0,0,6,1,0
Son Heung-min,7,kr KOR,LW,32-269,90,41,37,3,0,0,0,5,0,3,3,0,0,30,1,1
Wilson Odobert,28,fr FRA,RW,20-126,63,20,20,0,0,0,0,2,0,0,0,0,0,18,0,1
Brennan Johnson,22,wls WAL,RW,23-315,27,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0
James Maddison,10,eng ENG,LM,28-131,87,37,34,3,0,0,0,2,0,1,1,0,0,34,0,0
Mathys Tel,11,fr FRA,LM,19-341,3,9,8,1,0,0,0,1,1,0,0,0,0,6,0,0
Rodrigo Bentancur,30,uy URU,CM,27-282,90,58,56,0,0,0,0,1,0,0,0,0,0,52,2,1
Lucas Bergvall,15,se SWE,RM,19-060,63,19,18,1,0,0,0,1,1,0,0,0,0,16,0,0
Pape Matar Sarr,29,sn SEN,RM,22-201,27,17,16,0,0,0,0,1,0,0,0,0,0,13,1,0
Destiny Udogie,13,it ITA,LB,22-126,90,44,42,2,0,0,0,1,2,0,0,0,0,38,0,2
Micky van de Ven,37,nl NED,CB,23-349,87,57,52,5,0,0,0,0,0,0,0,0,0,52,0,0
Pedro Porro,23,es ESP,RB,25-202,3,13,9,4,0,0,0,4,2,2,1,1,0,9,0,2
Cristian Romero,17,ar ARG,CB,26-341,90,60,54,6,6,0,0,0,0,0,0,0,0,52,0,1
Djed Spence,24,eng ENG,"RB,CB",24-237,90,44,39,5,1,0,0,0,4,0,0,0,0,38,0,0
Guglielmo Vicario,1,it ITA,GK,28-178,90,38,32,6,4,0,0,0,0,0,0,0,0,32,0,0
