Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Evanilson,9,br BRA,FW,25-154,70,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Dango Ouattara,11,bf BFA,FW,23-026,20,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
Antoine Semenyo,24,gh GHA,LW,25-061,89,19,19,0,0,0,0,0,0,0,0,0,0,15,0,0
Luis Sinisterra,17,co COL,LW,25-265,1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1
Marcus Tavernier,16,eng ENG,RW,25-352,80,30,24,5,0,0,1,6,0,5,4,1,0,21,1,0
David Brooks,7,wls WAL,RW,27-244,10,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Justin Kluivert,19,nl NED,AM,25-308,90,26,21,5,1,1,1,2,0,1,0,0,0,17,0,1
Tyler Adams,12,us USA,DM,26-023,90,36,32,4,4,0,0,0,0,0,0,0,0,30,0,0
Ryan Christie,10,sct SCO,DM,30-015,70,34,31,3,3,1,0,1,0,0,0,0,0,25,0,0
Alex Scott,8,eng ENG,DM,21-200,20,13,10,2,1,0,0,0,1,0,0,0,0,12,1,0
Milos Kerkez,3,hu HUN,LB,21-122,90,43,35,8,0,0,0,3,8,0,0,0,0,30,0,0
Dean Huijsen,2,es ESP,CB,19-329,90,40,36,4,1,0,0,0,0,0,0,0,0,34,0,1
James Hill,23,eng ENG,CB,23-058,90,36,35,1,0,0,0,0,1,0,0,0,0,27,0,0
Lewis Cook,4,eng ENG,RB,28-034,90,38,35,3,0,0,0,2,3,0,0,0,0,27,0,1
Kepa Arrizabalaga,13,es ESP,GK,30-157,90,30,26,3,3,0,0,0,0,0,0,0,0,17,1,0
