Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Evanilson,9,br BRA,FW,25-154,70,0,0,0,1,2,0,0,0,1,0,0,0,4,0,2,0.0
Dango Ouattara,11,bf BFA,FW,23-026,20,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,50.0
Antoine Semenyo,24,gh GHA,LW,25-061,89,1,0,0,4,1,2,0,0,1,0,0,0,6,1,3,25.0
Luis Sinisterra,17,co COL,LW,25-265,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
Marcus Tavernier,16,eng ENG,RW,25-352,80,1,0,0,1,1,0,6,0,3,0,0,0,5,2,1,66.7
David Brooks,7,wls WAL,RW,27-244,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Justin Kluivert,19,nl NED,AM,25-308,90,0,0,0,3,5,0,2,0,0,0,0,0,1,0,1,0.0
Tyler Adams,12,us USA,DM,26-023,90,0,0,0,3,0,0,0,2,3,0,0,0,8,2,2,50.0
Ryan Christie,10,sct SCO,DM,30-015,70,0,0,0,0,1,0,1,4,2,0,0,0,6,1,0,100.0
Alex Scott,8,eng ENG,DM,21-200,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Milos Kerkez,3,hu HUN,LB,21-122,90,0,0,0,1,2,0,3,1,2,0,0,0,7,0,1,0.0
Dean Huijsen,2,es ESP,CB,19-329,90,1,0,0,2,2,0,0,3,1,0,0,0,3,1,1,50.0
James Hill,23,eng ENG,CB,23-058,90,0,0,0,0,0,0,0,2,1,0,0,0,2,5,2,71.4
Lewis Cook,4,eng ENG,RB,28-034,90,0,0,0,0,1,0,2,2,4,0,0,0,6,1,0,100.0
Kepa Arrizabalaga,13,es ESP,GK,30-157,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
