Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Yoane Wissa,11,cd COD,FW,28-053,90,15,11,4,0,0,0,0,0,0,0,0,0,13,0,0
Keane Lewis-Potter,23,eng ENG,LW,23-247,80,19,19,0,0,0,0,3,0,0,0,0,0,17,0,1
Fabio Carvalho,14,pt POR,LW,22-057,10,4,2,2,1,0,0,0,1,0,0,0,0,2,0,0
Bryan Mbeumo,19,cm CMR,RW,25-080,90,47,44,3,0,0,0,5,3,0,0,0,0,31,0,2
Mikkel Damsgaard,24,dk DEN,AM,24-115,76,35,32,3,0,1,0,4,0,3,3,0,0,27,0,3
Kevin Schade,7,de GER,AM,22-334,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Vitaly Janelt,27,de GER,DM,26-169,90,48,47,0,0,0,0,3,0,0,0,0,0,37,1,0
Christian Nørgaard,6,dk DEN,DM,30-230,77,35,34,0,0,0,0,0,0,0,0,0,0,28,1,0
Mathias Jensen,8,dk DEN,DM,28-299,13,28,27,1,0,0,0,2,0,1,1,0,0,25,0,0
Sepp van den Berg,4,nl NED,LB,22-311,90,55,47,8,2,0,0,2,6,0,0,0,0,41,0,0
Ethan Pinnock,5,jm JAM,CB,31-150,90,103,92,11,0,0,0,2,8,0,0,0,0,88,0,0
Nathan Collins,22,ie IRL,CB,23-179,90,92,87,5,5,0,1,0,0,0,0,0,0,83,0,0
Mads Roerslev,30,dk DEN,RB,25-124,90,75,68,7,0,0,0,5,7,0,0,0,0,63,0,2
Mark Flekken,1,nl NED,GK,31-135,90,53,47,6,1,0,0,0,0,0,0,0,0,44,0,0
