Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Chris Wood,11,nz NZL,FW,33-098,79,23,1,4,11,9,3,23,0,0,,0,,12,35,13,0,1,0,4,0,13,1
Taiwo Awoniyi,9,ng NGA,FW,27-215,11,7,0,0,5,2,0,7,0,0,,0,,4,12,7,0,1,0,0,0,5,0
Callum Hudson-Odoi,14,eng ENG,LW,24-128,80,33,0,2,7,25,2,33,1,0,0.0,1,100.0,23,174,86,4,1,1,4,0,28,8
Jota Silva,20,pt POR,RW,25-226,10,6,0,0,1,5,1,6,2,1,50.0,1,50.0,4,26,5,0,0,0,0,0,5,2
Anthony Elanga,21,se SWE,RW,22-322,66,30,1,2,7,21,2,30,0,0,,0,,20,152,93,4,3,2,2,1,22,9
Morato,4,br BRA,CB,23-258,24,12,1,5,6,1,0,12,0,0,,0,,7,18,3,0,0,0,0,0,9,0
Morgan Gibbs-White,10,eng ENG,"AM,RW,LW",25-047,88,55,1,4,31,20,3,55,0,0,,0,,33,159,90,1,2,0,3,0,38,2
Danilo,28,br BRA,LW,23-320,2,9,0,0,7,2,0,9,0,0,,0,,3,9,0,0,0,0,0,0,7,0
Elliot Anderson,8,eng ENG,"DM,CM",22-129,90,52,2,7,29,18,1,52,1,0,0.0,1,100.0,30,181,56,3,0,1,2,4,34,2
Nicolás Domínguez,16,ar ARG,DM,26-260,66,31,4,8,18,5,3,31,0,0,,0,,14,66,26,0,0,0,1,0,21,3
Ryan Yates,22,eng ENG,CM,27-114,24,19,0,2,16,3,0,19,1,1,100.0,0,0.0,9,42,22,1,2,0,0,0,10,0
Neco Williams,7,wls WAL,"LB,LM",23-336,90,62,1,13,26,24,2,62,2,2,100.0,0,0.0,29,179,130,4,2,2,1,0,32,4
Murillo,5,br BRA,CB,22-254,90,44,3,16,25,3,0,44,0,0,,0,,18,81,32,0,1,0,2,1,23,0
Nikola Milenković,31,rs SRB,CB,27-154,90,37,6,21,15,1,1,37,0,0,,0,,12,60,16,0,0,0,0,0,17,0
Ola Aina,34,ng NGA,"RB,RM",28-158,90,49,7,22,20,7,1,49,1,0,0.0,1,100.0,14,69,40,2,1,0,1,0,20,0
Matz Sels,26,be BEL,GK,33-017,90,30,20,30,0,0,0,30,0,0,,0,,15,77,41,0,0,0,0,0,13,0
