Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Chris Wood,11,nz NZL,FW,33-098,79,12,12,0,0,0,0,0,0,0,0,0,0,9,0,1
Taiwo Awoniyi,9,ng NGA,FW,27-215,11,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Callum Hudson-Odoi,14,eng ENG,LW,24-128,80,26,26,0,0,0,0,2,0,0,0,0,0,24,0,0
Jota Silva,20,pt POR,RW,25-226,10,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Anthony Elanga,21,se SWE,RW,22-322,66,20,18,2,0,0,0,5,0,2,0,2,0,13,0,1
Morato,4,br BRA,CB,23-258,24,10,10,0,0,0,0,0,0,0,0,0,0,8,0,1
Morgan Gibbs-White,10,eng ENG,"AM,RW,LW",25-047,88,46,45,1,0,1,2,1,0,0,0,0,0,31,0,1
Danilo,28,br BRA,LW,23-320,2,9,8,1,0,0,0,1,0,1,1,0,0,7,0,1
Elliot Anderson,8,eng ENG,"DM,CM",22-129,90,42,42,0,0,0,0,0,0,0,0,0,0,37,0,2
Nicolás Domínguez,16,ar ARG,DM,26-260,66,26,25,1,0,0,0,0,1,0,0,0,0,23,0,0
Ryan Yates,22,eng ENG,CM,27-114,24,18,16,2,0,0,0,0,0,0,0,0,0,16,0,0
Neco Williams,7,wls WAL,"LB,LM",23-336,90,53,40,13,0,0,0,0,13,0,0,0,0,39,0,3
Murillo,5,br BRA,CB,22-254,90,38,36,2,2,0,0,0,0,0,0,0,0,27,0,1
Nikola Milenković,31,rs SRB,CB,27-154,90,21,21,0,0,0,0,0,0,0,0,0,0,17,0,0
Ola Aina,34,ng NGA,"RB,RM",28-158,90,34,26,8,0,0,0,2,8,0,0,0,0,27,0,1
Matz Sels,26,be BEL,GK,33-017,90,29,17,11,2,0,0,0,0,0,0,0,0,13,1,0
