Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Rasmus Højlund,9,dk DEN,FW,21-258,73,29,0,2,18,10,5,29,3,2,66.7,1,33.3,16,71,24,0,0,1,4,1,24,2
Joshua Zirkzee,11,nl NED,FW,23-150,17,12,0,0,8,4,1,12,1,0,0.0,1,100.0,9,72,0,0,0,0,2,2,12,2
Alejandro Garnacho,17,ar ARG,LW,20-110,89,44,1,6,11,30,9,44,4,2,50.0,2,50.0,32,263,186,10,5,6,3,0,35,13
Noussair Mazraoui,3,ma MAR,LW,26-340,1,6,0,6,0,0,0,6,0,0,,0,,0,0,0,0,0,0,0,0,2,0
Marcus Rashford,10,eng ENG,RW,26-354,90,60,0,2,24,34,7,60,3,0,0.0,3,100.0,39,238,143,4,2,3,2,1,47,10
Bruno Fernandes,8,pt POR,AM,30-041,90,72,2,12,36,24,3,72,0,0,,0,,33,104,51,2,0,0,2,2,53,5
Casemiro,18,br BRA,DM,32-239,87,70,4,16,41,14,2,70,1,1,100.0,0,0.0,37,110,38,0,0,0,0,1,49,3
Manuel Ugarte Ribeiro,25,uy URU,DM,23-191,3,4,1,2,3,0,0,4,0,0,,0,,2,47,44,1,0,0,0,0,2,0
Christian Eriksen,14,dk DEN,DM,32-248,90,60,3,7,31,22,3,60,0,0,,0,,27,101,59,1,2,0,0,1,37,1
Lisandro Martínez,6,ar ARG,LB,26-275,90,62,4,18,34,10,1,62,0,0,,0,,21,82,56,2,2,0,0,0,29,2
Jonny Evans,35,nir NIR,CB,36-290,87,66,6,29,35,3,1,66,0,0,,0,,40,164,37,0,0,0,0,0,43,2
Victor Lindelöf,2,se SWE,CB,30-094,3,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Matthijs de Ligt,4,nl NED,CB,25-068,90,53,1,18,34,2,0,53,0,0,,0,,31,188,126,3,0,0,0,0,36,1
Diogo Dalot,20,pt POR,RB,25-215,90,52,4,14,28,11,1,52,0,0,,0,,28,137,90,2,0,1,1,0,29,4
André Onana,24,cm CMR,GK,28-200,90,49,22,44,5,0,0,49,0,0,,0,,36,225,132,0,0,0,0,0,31,0
