Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Calvert-Lewin,9,eng ENG,FW,27-217,90,24,0,3,9,14,9,24,5,3,60.0,2,40.0,18,146,59,3,0,4,4,1,20,9
Iliman Ndiaye,10,sn SEN,LW,24-227,81,27,1,5,12,10,2,27,1,1,100.0,0,0.0,19,157,64,4,1,0,2,1,16,3
Orel Mangala,8,be BEL,DM,26-215,9,8,1,4,3,1,0,8,0,0,,0,,3,8,2,0,0,0,0,0,2,0
Jack Harrison,11,eng ENG,RW,27-334,90,52,5,12,16,24,7,52,5,2,40.0,3,60.0,29,214,104,7,2,3,2,1,34,11
Dwight McNeil,7,eng ENG,"AM,LW",24-332,90,57,0,11,18,29,1,57,1,1,100.0,0,0.0,33,189,88,4,3,1,2,3,35,5
Idrissa Gana Gueye,27,sn SEN,DM,35-023,90,43,1,19,19,6,1,43,0,0,,0,,25,152,85,3,2,0,1,0,31,1
Abdoulaye Doucouré,16,ml MLI,"DM,AM",31-292,90,58,4,21,29,8,0,58,0,0,,0,,34,144,66,1,1,0,0,1,39,0
Vitaliy Mykolenko,19,ua UKR,LB,25-143,90,54,4,20,31,5,0,54,0,0,,0,,34,116,70,0,0,0,1,0,36,2
Michael Keane,5,eng ENG,CB,31-282,90,56,13,41,13,2,2,56,0,0,,0,,26,85,27,0,0,0,0,0,37,1
James Tarkowski,6,eng ENG,CB,31-335,90,45,10,31,12,2,2,45,1,1,100.0,0,0.0,18,70,36,0,0,0,0,0,28,0
Ashley Young,18,eng ENG,RB,39-102,90,69,2,22,36,11,0,69,2,1,50.0,1,50.0,30,116,66,1,0,0,0,0,34,0
Jordan Pickford,1,eng ENG,GK,30-226,90,45,35,44,1,0,0,45,0,0,,0,,29,192,89,0,0,0,0,0,22,0
