Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Dominic Solanke,19,eng ENG,FW,27-112,90,0,0,0,3,2,0,0,0,1,0,0,0,1,5,11,31.3
Timo Werner,16,de GER,LW,28-304,61,0,0,0,0,0,1,3,0,1,0,0,0,4,0,0,
Son Heung-min,7,kr KOR,LW,32-180,29,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,
Brennan Johnson,22,wls WAL,RW,23-226,90,0,0,0,0,0,0,3,0,2,0,0,0,4,0,0,
Dejan Kulusevski,21,se SWE,"AM,RM",24-254,90,0,0,0,1,0,0,3,0,2,0,0,0,1,1,0,100.0
Pape Matar Sarr,29,sn SEN,DM,22-112,61,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0.0
Yves Bissouma,8,ml MLI,CM,28-127,29,0,0,0,1,0,0,0,2,2,0,0,0,4,1,1,50.0
Lucas Bergvall,15,se SWE,DM,18-337,61,0,0,0,1,1,0,2,2,1,0,0,0,5,1,0,100.0
James Maddison,10,eng ENG,LM,28-042,29,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,
Djed Spence,24,eng ENG,"CB,LB",24-148,90,0,0,0,1,3,0,0,2,3,0,0,0,2,5,3,62.5
Archie Gray,14,eng ENG,CB,18-298,90,0,0,0,0,0,0,0,1,0,0,0,0,5,1,1,50.0
Radu Drăgușin,6,ro ROU,CB,22-336,45,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,100.0
Sergio Reguilón,3,es ESP,LB,28-019,45,1,0,0,1,3,0,3,2,3,0,0,0,3,3,2,60.0
Pedro Porro,23,es ESP,RB,25-113,90,0,0,0,1,0,0,8,0,5,0,0,0,3,0,0,
Brandon Austin,40,eng ENG,GK,25-362,90,0,0,0,0,2,0,0,0,0,0,0,0,1,2,0,100.0
