Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Solanke,19,eng ENG,FW,27-112,90,17,15,2,0,0,0,0,0,0,0,0,0,9,0,0
Timo Werner,16,de GER,LW,28-304,61,16,13,3,0,0,0,3,1,2,1,0,0,11,0,2
Son Heung-min,7,kr KOR,LW,32-180,29,27,25,2,0,0,0,1,0,2,0,0,0,24,0,0
Brennan Johnson,22,wls WAL,RW,23-226,90,22,22,0,0,0,0,3,0,0,0,0,0,17,0,3
Dejan Kulusevski,21,se SWE,"AM,RM",24-254,90,38,36,2,0,0,0,3,0,1,0,0,0,28,0,1
Pape Matar Sarr,29,sn SEN,DM,22-112,61,33,33,0,0,0,0,0,0,0,0,0,0,27,0,1
Yves Bissouma,8,ml MLI,CM,28-127,29,30,28,2,2,0,0,0,0,0,0,0,0,29,0,0
Lucas Bergvall,15,se SWE,DM,18-337,61,36,32,4,2,0,1,2,0,2,1,0,0,29,0,0
James Maddison,10,eng ENG,LM,28-042,29,35,32,3,3,0,0,2,0,0,0,0,0,31,0,0
Djed Spence,24,eng ENG,"CB,LB",24-148,90,61,53,7,2,0,0,0,5,0,0,0,0,46,1,2
Archie Gray,14,eng ENG,CB,18-298,90,53,48,5,3,0,0,0,0,0,0,0,0,46,0,0
Radu Drăgușin,6,ro ROU,CB,22-336,45,16,15,1,1,0,0,0,0,0,0,0,0,9,0,0
Sergio Reguilón,3,es ESP,LB,28-019,45,41,37,3,0,0,0,3,2,1,1,0,0,30,1,0
Pedro Porro,23,es ESP,RB,25-113,90,55,47,8,1,0,0,8,6,1,0,1,0,39,0,3
Brandon Austin,40,eng ENG,GK,25-362,90,32,24,8,2,0,0,0,0,0,0,0,0,22,0,0
