Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Marcus Rashford,9,eng ENG,FW,27-153,64,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0.0
Ollie Watkins,11,eng ENG,FW,29-093,26,1,0,0,1,0,0,0,0,1,0,0,0,2,2,7,22.2
Jacob Ramsey,41,eng ENG,LW,23-309,64,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,
Marco Asensio,21,es ESP,AM,29-071,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
Morgan Rogers,27,eng ENG,RW,22-250,87,0,0,0,1,0,0,0,1,3,0,0,0,3,0,1,0.0
Donyell Malen,17,nl NED,RW,26-083,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
John McGinn,7,sct SCO,"AM,LW",30-166,90,0,0,0,4,2,0,0,0,0,0,0,0,4,2,0,100.0
Youri Tielemans,8,be BEL,DM,27-330,64,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0.0
Amadou Onana,24,be BEL,DM,23-229,26,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,
Boubacar Kamara,44,fr FRA,DM,25-130,90,0,0,0,1,3,0,0,0,3,0,0,0,2,0,3,0.0
Lucas Digne,12,fr FRA,LB,31-256,90,0,0,0,0,0,0,3,0,3,0,0,0,3,0,1,0.0
Pau Torres,14,es ESP,CB,28-076,90,0,0,0,0,1,0,0,3,1,0,0,0,1,1,0,100.0
Ezri Konsa,4,eng ENG,CB,27-161,90,0,0,0,0,2,0,0,0,1,0,0,0,1,2,1,66.7
Matty Cash,2,pl POL,RB,27-238,80,0,0,0,1,3,0,2,2,0,0,0,0,1,0,0,
Axel Disasi,3,fr FRA,RB,27-022,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Emiliano Martínez,23,ar ARG,GK,32-212,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
