Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Curtis Jones,17,eng ENG,FW,24-024,73,0,0,0,1,1,0,0,0,1,0,0,0,3,2,0,100.0
Wataru Endo,3,jp JPN,DM,32-014,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,
Dominik Szoboszlai,8,hu HUN,FW,24-121,90,0,0,0,2,0,2,0,0,2,0,0,0,3,0,1,0.0
Luis Díaz,7,co COL,AM,28-041,78,0,0,0,2,0,1,0,1,3,0,0,0,6,0,0,
Cody Gakpo,18,nl NED,AM,25-292,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Mohamed Salah,11,eg EGY,AM,32-253,89,0,0,0,0,1,0,1,0,1,0,0,0,3,1,0,100.0
Harvey Elliott,19,eng ENG,AM,21-325,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
Alexis Mac Allister,10,ar ARG,"DM,FW",26-061,90,0,0,0,0,0,1,4,0,1,0,0,0,2,0,1,0.0
Ryan Gravenberch,38,nl NED,DM,22-283,90,0,0,0,0,0,0,0,1,2,0,0,0,8,0,0,
Andrew Robertson,26,sct SCO,LB,30-349,73,0,0,0,2,0,0,1,0,1,0,0,0,1,0,0,
Kostas Tsimikas,21,gr GRE,LB,28-287,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
Virgil van Dijk,4,nl NED,CB,33-230,90,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0.0
Ibrahima Konaté,5,fr FRA,CB,25-274,90,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,
Trent Alexander-Arnold,66,eng ENG,RB,26-139,89,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,100.0
Jarell Quansah,78,eng ENG,RB,22-025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
Alisson,1,br BRA,GK,32-144,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
