Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Chris Wood,11,nz NZL,FW,32-254,71,26,26,0,0,0,0,0,0,0,0,0,0,16,0,1
Taiwo Awoniyi,9,ng NGA,FW,27-005,19,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
Callum Hudson-Odoi,14,eng ENG,LW,23-284,71,39,38,1,0,0,0,3,0,1,1,0,0,33,0,0
Elliot Anderson,8,eng ENG,LW,21-285,19,13,12,1,1,0,0,1,0,0,0,0,0,6,0,0
Anthony Elanga,21,se SWE,RW,22-112,53,31,29,2,2,0,0,1,0,0,0,0,0,26,0,1
Nicolás Domínguez,16,ar ARG,RW,26-050,37,29,29,0,0,0,0,0,0,0,0,0,0,24,0,0
Morgan Gibbs-White,10,eng ENG,AM,24-203,90,63,63,0,0,1,0,2,0,0,0,0,0,46,0,2
Danilo,28,br BRA,DM,23-110,14,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
Ryan Yates,22,eng ENG,DM,26-270,76,37,33,4,2,0,0,0,0,0,0,0,0,35,0,0
Ibrahim Sangaré,6,ci CIV,DM,26-259,90,54,53,1,1,0,0,0,0,0,0,0,0,38,0,4
Ola Aina,34,ng NGA,LB,27-314,53,33,26,7,0,0,0,1,7,0,0,0,0,22,0,0
Harry Toffolo,15,eng ENG,LB,28-364,37,30,19,11,0,0,0,3,10,1,1,0,0,22,0,2
Murillo,5,br BRA,CB,22-044,90,39,28,11,2,0,0,0,0,0,0,0,0,36,0,0
Willy Boly,30,ci CIV,CB,33-196,90,53,53,0,0,0,0,0,0,0,0,0,0,42,0,0
Neco Williams,7,wls WAL,RB,23-126,90,40,32,8,2,0,0,2,6,0,0,0,0,31,0,2
Matz Sels,26,be BEL,GK,32-173,90,48,41,6,2,0,0,0,0,0,0,0,0,36,1,0
