Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Chris Wood,11,nz NZL,FW,32-254,71,0,0,0,1,0,1,0,0,0,0,0,0,2,7,4,63.6
Taiwo Awoniyi,9,ng NGA,FW,27-005,19,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0
Callum Hudson-Odoi,14,eng ENG,LW,23-284,71,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,
Elliot Anderson,8,eng ENG,LW,21-285,19,0,0,0,0,0,0,1,1,0,0,0,0,1,4,1,80.0
Anthony Elanga,21,se SWE,RW,22-112,53,0,0,0,0,2,0,1,0,0,0,0,0,6,1,0,100.0
Nicolás Domínguez,16,ar ARG,RW,26-050,37,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,66.7
Morgan Gibbs-White,10,eng ENG,AM,24-203,90,0,0,0,3,1,0,2,1,0,0,0,0,6,1,4,20.0
Danilo,28,br BRA,DM,23-110,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
Ryan Yates,22,eng ENG,DM,26-270,76,0,0,0,3,4,0,0,0,1,0,0,0,4,1,1,50.0
Ibrahim Sangaré,6,ci CIV,DM,26-259,90,0,0,0,0,0,0,0,1,3,0,0,0,10,2,2,50.0
Ola Aina,34,ng NGA,LB,27-314,53,0,0,0,2,0,0,1,1,2,0,0,0,2,0,0,
Harry Toffolo,15,eng ENG,LB,28-364,37,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,
Murillo,5,br BRA,CB,22-044,90,0,0,0,2,0,0,0,0,1,0,0,0,7,1,1,50.0
Willy Boly,30,ci CIV,CB,33-196,90,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,100.0
Neco Williams,7,wls WAL,RB,23-126,90,1,0,0,2,0,0,2,2,3,0,0,0,4,2,0,100.0
Matz Sels,26,be BEL,GK,32-173,90,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,
