Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Danny Welbeck,18,eng ENG,FW,34-060,90,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,50.0
Kaoru Mitoma,22,jp JPN,"WB,LW",27-250,90,0,0,0,1,0,0,4,1,0,0,0,0,1,2,2,50.0
Brajan Gruda,8,de GER,RW,20-239,45,0,0,0,0,1,1,0,0,2,0,0,0,5,0,1,0.0
Georginio Rutter,14,fr FRA,AM,22-280,45,0,0,0,0,1,0,1,0,0,0,0,0,1,0,6,0.0
João Pedro,9,br BRA,AM,23-121,90,1,0,0,2,0,0,0,1,0,0,0,0,2,3,3,50.0
Yasin Ayari,26,se SWE,"DM,CM",21-111,74,0,0,0,1,1,0,6,0,1,0,0,0,6,0,2,0.0
Jack Hinshelwood,41,eng ENG,CM,19-289,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Carlos Baleba,20,cm CMR,"DM,CM,CB",21-022,89,1,0,0,1,3,0,2,1,2,0,0,0,6,0,1,0.0
Adam Webster,4,eng ENG,CB,30-021,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,100.0
Tariq Lamptey,2,gh GHA,"LB,WB",24-117,73,0,0,0,0,1,0,6,0,1,0,0,0,2,0,1,0.0
Yankuba Minteh,17,gm GAM,WB,20-187,17,1,0,0,0,0,0,2,1,0,0,0,0,1,0,0,
Lewis Dunk,5,eng ENG,CB,33-065,90,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,66.7
Jan Paul van Hecke,29,nl NED,CB,24-231,90,0,0,0,1,2,0,3,1,1,0,0,0,7,4,3,57.1
Joël Veltman,34,nl NED,"RB,CB",33-010,83,0,0,0,2,0,0,3,2,2,0,1,0,4,2,0,100.0
Matt O'Riley,33,dk DEN,CM,24-065,7,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,100.0
Bart Verbruggen,1,nl NED,GK,22-160,90,1,0,0,0,1,0,0,0,0,0,0,0,4,0,0,
