Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Erling Haaland,9,no NOR,FW,24-177,90,0,0,0,0,0,0,1,0,0,0,0,0,1,6,3,66.7
Sávio,26,br BRA,LW,20-279,90,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,0.0
Phil Foden,47,eng ENG,RW,24-231,86,0,0,0,0,1,0,2,1,0,0,0,0,4,1,0,100.0
James Mcatee,87,eng ENG,RW,22-088,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0
Kevin De Bruyne,17,be BEL,AM,33-200,90,0,0,0,0,1,0,8,1,0,0,0,0,5,1,2,33.3
Mateo Kovačić,8,hr CRO,DM,30-253,75,0,0,0,3,1,0,0,3,0,0,0,0,5,1,0,100.0
İlkay Gündoğan,19,de GER,DM,34-082,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Bernardo Silva,20,pt POR,DM,30-157,90,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,
Joško Gvardiol,24,hr CRO,LB,22-357,90,0,0,0,0,0,0,3,2,0,0,0,0,5,3,1,75.0
Nathan Aké,6,nl NED,CB,29-331,90,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,33.3
Manuel Akanji,25,ch SUI,CB,29-179,90,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,60.0
Matheus Nunes,27,pt POR,RB,26-140,90,0,0,0,1,0,0,4,1,2,0,0,0,3,1,4,20.0
Stefan Ortega,18,de GER,GK,32-069,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
