Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Danny Welbeck,18,eng ENG,FW,34-067,72,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
Evan Ferguson,28,ie IRL,FW,20-105,18,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
Kaoru Mitoma,22,jp JPN,LM,27-257,45,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
Simon Adingra,11,ci CIV,LW,23-031,45,1,1,1,0,0,0,1,0.0,1,0,0,0,0,1,0,1
João Pedro,9,br BRA,CM,23-128,45,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
Diego Gómez,25,py PAR,CM,21-311,45,4,3,3,0,1,1,2,50.0,1,4,0,4,0,4,0,1
Georginio Rutter,14,fr FRA,"RW,CM",22-287,90,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0
Yankuba Minteh,17,gm GAM,RM,20-194,90,3,3,1,1,1,0,2,0.0,2,1,0,1,0,3,1,0
Jack Hinshelwood,41,eng ENG,DM,19-296,45,2,1,1,0,1,1,1,100.0,0,0,0,0,2,4,0,0
Matt O'Riley,33,dk DEN,CM,24-072,45,0,0,0,0,0,0,1,0.0,1,0,0,0,1,1,0,1
Tariq Lamptey,2,gh GHA,"LM,LB",24-124,90,1,0,0,1,0,0,4,0.0,4,2,1,1,0,1,3,0
Lewis Dunk,5,eng ENG,CB,33-072,90,3,2,1,1,1,3,3,100.0,0,0,0,0,0,3,1,0
Jan Paul van Hecke,29,nl NED,CB,24-238,90,2,0,0,2,0,0,3,0.0,3,1,0,1,1,3,3,0
Joël Veltman,34,nl NED,"CB,RB",33-017,90,3,1,0,3,0,3,4,75.0,1,0,0,0,1,4,1,0
Bart Verbruggen,1,nl NED,GK,22-167,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
