Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Danny Welbeck,18,eng ENG,FW,34-067,72,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0.0
Evan Ferguson,28,ie IRL,FW,20-105,18,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0.0
Kaoru Mitoma,22,jp JPN,LM,27-257,45,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,100.0
Simon Adingra,11,ci CIV,LW,23-031,45,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,
João Pedro,9,br BRA,CM,23-128,45,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,0.0
Diego Gómez,25,py PAR,CM,21-311,45,0,0,0,0,0,0,1,0,3,0,0,0,5,1,0,100.0
Georginio Rutter,14,fr FRA,"RW,CM",22-287,90,0,0,0,2,3,0,0,0,1,0,0,0,1,0,2,0.0
Yankuba Minteh,17,gm GAM,RM,20-194,90,0,0,0,1,1,0,11,0,3,0,0,0,7,0,0,
Jack Hinshelwood,41,eng ENG,DM,19-296,45,1,0,0,1,0,0,0,2,1,0,0,0,1,0,1,0.0
Matt O'Riley,33,dk DEN,CM,24-072,45,0,0,0,0,1,0,3,1,0,0,0,0,1,0,1,0.0
Tariq Lamptey,2,gh GHA,"LM,LB",24-124,90,0,0,0,2,0,0,4,0,0,0,1,0,6,0,2,0.0
Lewis Dunk,5,eng ENG,CB,33-072,90,0,0,0,0,0,0,0,0,2,0,0,1,4,1,2,33.3
Jan Paul van Hecke,29,nl NED,CB,24-238,90,0,0,0,1,0,0,0,1,0,0,0,0,5,4,3,57.1
Joël Veltman,34,nl NED,"CB,RB",33-017,90,0,0,0,4,3,0,1,1,1,0,0,0,5,1,0,100.0
Bart Verbruggen,1,nl NED,GK,22-167,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
