Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Kevin Schade,7,de GER,"FW,LM,LW",23-136,90,12,9,3,0,0,0,0,3,0,0,0,0,5,0,1
Yoane Wissa,11,cd COD,FW,28-221,90,14,14,0,0,0,0,0,0,0,0,0,0,13,0,0
Mikkel Damsgaard,24,dk DEN,"LM,FW",24-283,79,23,19,4,0,1,0,2,0,2,1,0,0,16,0,0
Mathias Jensen,8,dk DEN,"AM,CM",29-101,11,6,5,0,0,0,0,0,0,0,0,0,0,4,1,0
Vitaly Janelt,27,de GER,CM,26-337,68,19,18,1,1,0,0,1,0,0,0,0,0,13,0,0
Yehor Yarmoliuk,18,ua UKR,"CM,DM",21-042,22,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
Christian Nørgaard,6,dk DEN,"CM,DM",31-033,89,29,28,1,0,0,0,0,1,0,0,0,0,21,0,0
Gustavo Nunes,39,br BRA,"LM,DM",19-143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryan Mbeumo,19,cm CMR,"RM,RW",25-248,90,30,27,3,0,1,0,6,0,3,3,0,0,18,0,0
Keane Lewis-Potter,23,eng ENG,LB,24-049,90,24,19,5,0,1,0,1,5,0,0,0,0,14,0,0
Sepp van den Berg,4,nl NED,CB,23-113,90,37,36,1,1,0,0,0,0,0,0,0,0,31,0,0
Nathan Collins,22,ie IRL,CB,23-347,90,33,31,2,2,0,0,0,0,0,0,0,0,31,0,0
Kristoffer Ajer,20,no NOR,RB,26-360,68,18,17,1,0,0,0,0,1,0,0,0,0,14,0,0
Michael Kayode,33,it ITA,RB,20-276,22,8,6,2,0,0,0,0,2,0,0,0,0,5,0,0
Mark Flekken,1,nl NED,GK,31-303,90,47,32,15,6,0,0,0,0,0,0,0,0,39,0,0
