Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
João Pedro,9,br BRA,FW,23-100,90,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
Simon Adingra,11,ci CIV,LW,23-003,61,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Kaoru Mitoma,22,jp JPN,LW,27-229,29,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Brajan Gruda,8,de GER,RW,20-218,45,0,0,0,0,0,0,2,0.0,2,1,0,1,1,1,0,0
Yankuba Minteh,17,gm GAM,RW,20-166,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
Matt O'Riley,33,dk DEN,AM,24-044,45,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
Georginio Rutter,14,fr FRA,AM,22-259,45,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Yasin Ayari,26,se SWE,DM,21-090,90,2,2,2,0,0,1,3,33.3,2,0,0,0,2,4,1,0
Carlos Baleba,20,cm CMR,DM,21-001,90,1,1,1,0,0,1,3,33.3,2,3,0,3,1,2,2,0
Pervis Estupiñán,30,ec ECU,LB,26-349,90,3,3,1,1,1,2,3,66.7,1,0,0,0,0,3,1,0
Igor,3,br BRA,CB,26-332,65,0,0,0,0,0,0,0,,0,1,1,0,2,2,0,0
Adam Webster,4,eng ENG,CB,30-000,25,2,1,2,0,0,0,0,,0,0,0,0,1,3,3,0
Jan Paul van Hecke,29,nl NED,CB,24-210,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,9,0
Joël Veltman,34,nl NED,RB,32-355,90,1,1,1,0,0,1,1,100.0,0,2,0,2,1,2,3,0
Bart Verbruggen,1,nl NED,GK,22-139,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
