Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Dominic Solanke,19,eng ENG,FW,27-057,90,39,3,4,18,17,6,39,6,3,50.0,3,50.0,22,104,30,1,1,0,4,1,26,8
Son Heung-min,7,kr KOR,"LW,AM",32-125,90,57,0,5,15,37,7,57,5,3,60.0,2,40.0,43,325,134,4,5,1,4,1,49,16
Brennan Johnson,22,wls WAL,RW,23-171,83,30,0,1,7,22,6,30,0,0,,0,,22,71,34,1,1,0,0,0,23,7
James Maddison,10,eng ENG,DM,27-353,7,14,0,6,7,2,0,14,0,0,,0,,8,36,20,0,0,0,0,0,9,0
Pape Matar Sarr,29,sn SEN,LM,22-057,65,60,0,3,40,18,0,60,4,2,50.0,2,50.0,35,218,89,1,1,0,0,1,40,4
Timo Werner,16,de GER,"LM,LW",28-249,25,19,0,0,6,13,4,19,0,0,,0,,15,162,108,5,3,2,1,0,17,5
Rodrigo Bentancur,30,uy URU,CM,27-138,83,69,1,22,38,10,2,69,2,1,50.0,0,0.0,43,194,94,1,0,0,2,1,47,1
Yves Bissouma,8,ml MLI,DM,28-072,7,10,0,4,6,0,0,10,0,0,,0,,9,149,88,2,0,0,0,0,9,0
Dejan Kulusevski,21,se SWE,"RM,RW",24-199,90,55,0,4,16,35,4,55,2,1,50.0,1,50.0,36,206,87,3,4,2,4,2,40,6
Destiny Udogie,13,it ITA,LB,21-348,90,61,4,19,24,19,3,61,0,0,,0,,33,166,83,2,1,2,0,0,32,7
Radu Drăgușin,6,ro ROU,CB,22-281,90,93,5,46,45,2,1,93,0,0,,0,,54,270,94,2,0,0,1,0,61,0
Cristian Romero,17,ar ARG,CB,26-197,90,90,6,36,49,5,1,90,0,0,,0,,63,385,260,3,3,0,1,0,63,0
Pedro Porro,23,es ESP,RB,25-058,90,93,2,21,32,41,1,93,3,1,33.3,2,66.7,55,348,175,7,3,0,0,1,58,6
Guglielmo Vicario,1,it ITA,GK,28-034,90,24,10,24,0,0,0,24,0,0,,0,,14,59,29,0,0,0,0,0,16,0
