Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Dominic Solanke,19,eng ENG,FW,27-057,90,23,20,3,0,0,1,0,1,0,0,0,0,17,0,0
Son Heung-min,7,kr KOR,"LW,AM",32-125,90,43,43,0,0,0,0,3,0,0,0,0,0,35,0,2
Brennan Johnson,22,wls WAL,RW,23-171,83,25,24,1,0,0,0,2,1,0,0,0,0,16,0,1
James Maddison,10,eng ENG,DM,27-353,7,10,9,1,0,0,0,1,0,1,1,0,0,8,0,0
Pape Matar Sarr,29,sn SEN,LM,22-057,65,53,51,2,1,0,1,0,1,0,0,0,0,47,0,1
Timo Werner,16,de GER,"LM,LW",28-249,25,17,15,2,1,0,0,4,1,0,0,0,0,9,0,2
Rodrigo Bentancur,30,uy URU,CM,27-138,83,54,53,1,1,0,0,0,0,0,0,0,0,46,0,1
Yves Bissouma,8,ml MLI,DM,28-072,7,10,10,0,0,0,0,0,0,0,0,0,0,9,0,0
Dejan Kulusevski,21,se SWE,"RM,RW",24-199,90,47,40,7,0,0,0,9,0,6,3,0,0,30,0,3
Destiny Udogie,13,it ITA,LB,21-348,90,52,44,8,3,0,0,1,5,0,0,0,0,47,0,2
Radu Drăgușin,6,ro ROU,CB,22-281,90,83,76,7,6,0,0,0,0,0,0,0,0,73,0,0
Cristian Romero,17,ar ARG,CB,26-197,90,84,78,6,5,0,0,1,0,0,0,0,0,72,0,1
Pedro Porro,23,es ESP,RB,25-058,90,86,66,20,2,1,1,12,13,5,0,3,0,63,0,1
Guglielmo Vicario,1,it ITA,GK,28-034,90,22,22,0,0,0,0,0,0,0,0,0,0,22,0,0
