Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
João Pedro,9,br BRA,"FW,AM",23-170,90,47,0,5,19,23,5,47,6,1,16.7,3,50.0,21,146,80,2,1,1,3,2,30,4
Kaoru Mitoma,22,jp JPN,LW,27-299,82,25,0,4,9,14,4,25,2,1,50.0,0,0.0,12,122,92,3,3,0,1,0,13,1
Simon Adingra,11,ci CIV,LW,23-073,8,5,1,1,3,1,0,5,0,0,,0,,0,0,0,0,0,0,0,0,3,0
Yankuba Minteh,17,gm GAM,RW,20-236,82,29,0,8,8,13,7,29,1,0,0.0,0,0.0,13,99,84,5,1,4,2,3,16,9
Brajan Gruda,8,de GER,RW,20-288,8,2,0,2,0,0,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0
Georginio Rutter,14,fr FRA,AM,22-329,74,20,0,4,7,10,1,20,4,2,50.0,1,25.0,10,43,22,0,2,0,1,3,11,1
Danny Welbeck,18,eng ENG,FW,34-109,16,4,1,2,1,1,0,4,1,0,0.0,0,0.0,2,7,0,0,0,0,0,0,3,0
Diego Gómez,25,py PAR,DM,21-353,74,57,5,23,22,12,2,57,3,1,33.3,2,66.7,19,70,26,1,0,0,0,2,26,5
Yasin Ayari,26,se SWE,DM,21-160,16,7,2,4,3,0,0,7,0,0,,0,,2,15,0,0,0,0,0,0,6,0
Carlos Baleba,20,cm CMR,DM,21-071,86,44,2,18,19,7,1,44,0,0,,0,,19,78,23,0,2,0,1,1,21,2
Mats Wieffer,27,nl NED,DM,25-119,4,6,1,2,4,0,0,6,0,0,,0,,1,4,0,0,0,0,2,0,4,0
Pervis Estupiñán,30,ec ECU,LB,27-053,90,60,4,26,23,12,0,60,1,1,100.0,0,0.0,15,29,9,0,1,0,1,0,24,0
Adam Webster,4,eng ENG,CB,30-070,90,62,13,38,21,3,3,62,0,0,,0,,28,97,48,0,0,0,0,0,48,0
Jan Paul van Hecke,29,nl NED,CB,24-280,90,43,14,24,18,1,1,43,0,0,,0,,9,36,15,0,0,0,0,0,18,0
Jack Hinshelwood,41,eng ENG,RB,19-338,90,42,1,12,15,15,2,42,0,0,,0,,12,38,27,1,1,0,2,0,19,1
Bart Verbruggen,1,nl NED,GK,22-209,90,42,30,41,1,0,0,42,0,0,,0,,24,85,50,0,0,0,0,0,27,0
